normalized_dataset,normalized_primary_key,source_id,raw_snapshot_sha256,source_record_locator,normalizer_version,normalization_timestamp_utc,direct_evidence,inference_used,inference_rule,quality_flags
participation,oe:player:6c7c8b16d921fbf3394e228f1554ef5|ESPORTSTMNT03_3175740|oe:team:a22510a4756fa424cb0771b13261139|SUP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=89543,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6c7c8b16d921fbf3394e228f1554ef5|ESPORTSTMNT03_3178172|oe:team:a22510a4756fa424cb0771b13261139|SUP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=90486,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6c7c8b16d921fbf3394e228f1554ef5|ESPORTSTMNT03_3178575|oe:team:a22510a4756fa424cb0771b13261139|SUP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=91434,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6c7c8b16d921fbf3394e228f1554ef5|ESPORTSTMNT03_3184662|oe:team:a22510a4756fa424cb0771b13261139|SUP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=95219,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6c7c8b16d921fbf3394e228f1554ef5|ESPORTSTMNT03_3187377|oe:team:a22510a4756fa424cb0771b13261139|SUP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=97211,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6c7c8b16d921fbf3394e228f1554ef5|ESPORTSTMNT03_3188009|oe:team:a22510a4756fa424cb0771b13261139|SUP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=96263,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6c7c8b16d921fbf3394e228f1554ef5|ESPORTSTMNT03_3192653|oe:team:a22510a4756fa424cb0771b13261139|SUP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=101507,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6c7c8b16d921fbf3394e228f1554ef5|ESPORTSTMNT03_3194274|oe:team:a22510a4756fa424cb0771b13261139|SUP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=100463,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6c7c8b16d921fbf3394e228f1554ef5|ESPORTSTMNT03_3194803|oe:team:a22510a4756fa424cb0771b13261139|SUP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=102335,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6c7c8b16d921fbf3394e228f1554ef5|ESPORTSTMNT05_2942983|oe:team:a22510a4756fa424cb0771b13261139|SUP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=103638,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6c7c8b16d921fbf3394e228f1554ef5|ESPORTSTMNT05_2952804|oe:team:a22510a4756fa424cb0771b13261139|SUP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=102990,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6c7c8b16d921fbf3394e228f1554ef5|ESPORTSTMNT06_2530687|oe:team:a22510a4756fa424cb0771b13261139|SUP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=109283,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6c7c8b16d921fbf3394e228f1554ef5|ESPORTSTMNT06_2540485|oe:team:a22510a4756fa424cb0771b13261139|SUP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=108522,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6d80c6c8181e4e3c34d58e53dacf52f|ESPORTSTMNT02_3214927|oe:team:a22510a4756fa424cb0771b13261139|MID,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=85293,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6d80c6c8181e4e3c34d58e53dacf52f|ESPORTSTMNT02_3215249|oe:team:a22510a4756fa424cb0771b13261139|MID,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=83157,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6d80c6c8181e4e3c34d58e53dacf52f|ESPORTSTMNT02_3216120|oe:team:a22510a4756fa424cb0771b13261139|MID,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=84285,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01/1880814|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=36115,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01/1881279|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=37034,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01/1885524|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=42823,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01/1890306|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=35186,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01/1894294|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=40970,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01/1894761|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=41959,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_2133044|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=93955,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_2133645|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=94735,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_2134279|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=95815,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_2147549|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=100454,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_2148033|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=101335,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_2148410|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=102115,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_2692548|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=3175,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_2695435|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=5966,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_2702177|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=2863,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_2702196|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=2882,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_2731436|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=31339,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_2731918|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=32119,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_2742551|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=32846,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_2771326|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=38534,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_2780732|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=37843,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3083943|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=122750,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3084288|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=123331,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3091893|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=119359,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3092256|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=120230,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3094537|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=123823,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3297964|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=9554,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3301201|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=10579,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3308842|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=15218,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3309516|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=16147,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3324865|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=44299,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3325518|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=43231,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3326234|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=42247,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3374524|oe:team:f7f7324c151aa6ed770b244ce08e027|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=72590,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3378516|oe:team:f7f7324c151aa6ed770b244ce08e027|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=74270,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3401372|oe:team:f7f7324c151aa6ed770b244ce08e027|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=106070,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3401413|oe:team:f7f7324c151aa6ed770b244ce08e027|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=106123,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3402369|oe:team:f7f7324c151aa6ed770b244ce08e027|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=106099,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3403374|oe:team:f7f7324c151aa6ed770b244ce08e027|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=106147,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3403380|oe:team:f7f7324c151aa6ed770b244ce08e027|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=106159,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3408908|oe:team:f7f7324c151aa6ed770b244ce08e027|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=111043,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3409908|oe:team:f7f7324c151aa6ed770b244ce08e027|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=111062,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3410017|oe:team:f7f7324c151aa6ed770b244ce08e027|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=111079,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3412967|oe:team:f7f7324c151aa6ed770b244ce08e027|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=113263,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3412971|oe:team:f7f7324c151aa6ed770b244ce08e027|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=113311,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3413045|oe:team:f7f7324c151aa6ed770b244ce08e027|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=113287,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT01_3414014|oe:team:f7f7324c151aa6ed770b244ce08e027|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=113251,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02/1685855|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=20275,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02/1686389|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=21199,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02/1686805|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=21907,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02/1721741|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=47827,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02/1731438|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=47023,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02/1732348|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=48854,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_1932870|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=72187,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_1933520|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=72602,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_1934097|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=72955,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_1937257|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=76063,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_1937740|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=76814,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_1938149|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=77342,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_2072300|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=106075,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_2072771|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=107078,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_2073139|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=107642,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_2075896|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=111379,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_2076186|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=112027,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_2076533|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2021_LoL_esports_match_data_from_OraclesElixir.csv#line=112747,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_2576077|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=14467,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_2576579|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=14834,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_2660703|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=44107,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_2670306|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2022_LoL_esports_match_data_from_OraclesElixir.csv#line=43423,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_3139954|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=5959,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_3140782|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=5270,player_model_v2_stage_3d_normalizer_v1,,true,false,,
participation,oe:player:6dd6c65f233361c424b431921d60ff6|ESPORTSTMNT02_3148829|oe:team:c334c629fea759876e9e04afbe4aee7|TOP,src_oracles_elixir,,data/raw/oracles_elixir/2023_LoL_esports_match_data_from_OraclesElixir.csv#line=19363,player_model_v2_stage_3d_normalizer_v1,,true,false,,
