player,target_cutoff,prior_games,kp_recent,kp_long,kp_recent_minus_long,damage_share_recent,damage_share_long,damage_share_delta,gold_share_recent,gold_share_long,gold_share_delta,csdiffat15_recent,csdiffat15_long,csdiffat15_delta,latest_source_match_timestamp,source
Zven,2024-08-17 20:07:21+00:00,17,0.7777777777777777,0.7290764886785647,0.04870128909921301,0.30171600000000004,0.2986598235294118,0.0030561764705882566,0.236684,0.2455294117647059,-0.008845411764705907,-0.6666666666666666,3.0,-3.6666666666666665,2024-08-11 23:48:41+00:00,Oracle Elixir prior completed games
River,2024-08-17 20:07:21+00:00,42,0.6175070028011205,0.6980839336947399,-0.08057693089361939,0.164481,0.1754309857142857,-0.01094998571428571,0.18110866666666667,0.18496588095238095,-0.0038572142857142833,-17.666666666666668,1.1904761904761905,-18.857142857142858,2024-08-10 23:06:13+00:00,Oracle Elixir prior completed games
Inspired,2024-08-17 20:07:21+00:00,44,0.7351981351981353,0.7093818471167604,0.025816288081374816,0.22117066666666665,0.1637696431818182,0.05740102348484846,0.215584,0.19266577272727273,0.02291822727272727,15.0,9.863636363636363,5.136363636363637,2024-08-11 20:52:02+00:00,Oracle Elixir prior completed games
Sniper,2024-08-17 20:07:21+00:00,42,0.4235294117647059,0.5034039174550299,-0.079874505690324,0.18544933333333335,0.19543529285714292,-0.009985959523809568,0.19293633333333335,0.2128475476190476,-0.01991121428571424,-4.0,-5.5,1.5,2024-08-10 23:06:13+00:00,Oracle Elixir prior completed games
Dhokla,2024-08-17 20:07:21+00:00,35,0.28730158730158734,0.5186423124028166,-0.23134072510122922,0.2726946666666667,0.21354526285714287,0.059149403809523826,0.20534933333333336,0.22353425714285716,-0.0181849238095238,4.333333333333333,-1.8571428571428572,6.19047619047619,2024-08-10 20:51:54+00:00,Oracle Elixir prior completed games
Zven,2024-08-23 20:07:51+00:00,20,0.6222222222222222,0.7130483487101132,-0.09082612648789101,0.270389,0.2944192,-0.0240302,0.25146266666666667,0.2464194,0.005043266666666657,26.666666666666668,6.55,20.116666666666667,2024-08-17 21:40:59+00:00,Oracle Elixir prior completed games
FBI,2024-08-23 20:07:51+00:00,39,0.6990740740740741,0.7289793016602972,-0.02990522758622316,0.27755966666666665,0.28584748717948716,-0.00828782051282051,0.23890133333333333,0.23907294871794868,-0.00017161538461535342,11.666666666666666,-8.282051282051283,19.94871794871795,2024-08-18 22:50:10+00:00,Oracle Elixir prior completed games
Quad,2024-08-23 20:07:51+00:00,22,0.773076923076923,0.6765489195812162,0.09652800349570678,0.36197833333333335,0.3004098181818182,0.061568515151515124,0.250782,0.248055,0.002727000000000007,3.3333333333333335,4.681818181818182,-1.3484848484848482,2024-08-18 22:50:10+00:00,Oracle Elixir prior completed games
Jensen,2024-08-23 20:07:51+00:00,46,0.7833333333333333,0.6766093690148658,0.10672396431846753,0.242151,0.2653580217391304,-0.023207021739130418,0.2883883333333333,0.2557125869565217,0.03267574637681159,-12.666666666666666,-0.13043478260869565,-12.53623188405797,2024-08-17 21:40:59+00:00,Oracle Elixir prior completed games
huhi,2024-08-23 20:07:51+00:00,39,0.7638888888888888,0.7566077462005065,0.007281142688382314,0.06550176666666667,0.0802361,-0.014734333333333335,0.09339023333333334,0.1138839128205128,-0.020493679487179464,5.0,16.076923076923077,-11.076923076923077,2024-08-18 22:50:10+00:00,Oracle Elixir prior completed games
Vulcan,2024-08-23 20:07:51+00:00,39,0.8493589743589745,0.7632019900568572,0.08615698430211727,0.06811693333333334,0.08322156923076923,-0.015104635897435895,0.0872541,0.1089308358974359,-0.021676735897435892,-0.6666666666666666,5.205128205128205,-5.871794871794872,2024-08-11 20:52:02+00:00,Oracle Elixir prior completed games
River,2024-08-30 20:08:40+00:00,48,0.873015873015873,0.7095337594432148,0.16348211357265818,0.1670999333333333,0.17446700416666663,-0.007367070833333322,0.18307966666666667,0.18562783333333333,-0.002548166666666657,-6.0,0.7083333333333334,-6.708333333333333,2024-08-24 21:47:58+00:00,Oracle Elixir prior completed games
