season,split,period_id,fantasy_lock_time,GoL_tournament,GoL_round,match_date,team,opponent,series_id,best_of,maximum_possible_games,patch,source_page_type,source_reference,retrieval_timestamp,identity_mapping_status
2026,split_1,period:0a890f671f8ce6bbde59,2026-05-02 20:10:20+00:00,lcs2026spring,WEEK5,2026-05-03,LYON,Sentinels,77322,,,16.9,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:0a890f671f8ce6bbde59,2026-05-02 20:10:20+00:00,lcs2026spring,WEEK5,2026-05-02,Cloud9,Dignitas,77316,,,16.9,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:0a890f671f8ce6bbde59,2026-05-02 20:10:20+00:00,lcs2026spring,WEEK5,2026-05-02,Team Liquid,Disguised,77319,,,16.9,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:74efed7e4a28a304cc30,2026-04-04 20:17:46+00:00,lcs2026spring,WEEK1,2026-04-05,SR,Dignitas,76138,,,16.7,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:74efed7e4a28a304cc30,2026-04-04 20:17:46+00:00,lcs2026spring,WEEK1,2026-04-05,Dignitas,SR,76138,,,16.7,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:74efed7e4a28a304cc30,2026-04-04 20:17:46+00:00,lcs2026spring,WEEK1,2026-04-04,Sentinels,Disguised,75990,,,16.7,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:74efed7e4a28a304cc30,2026-04-04 20:17:46+00:00,lcs2026spring,WEEK1,2026-04-05,Team Liquid,FlyQuest,76135,,,16.7,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:74efed7e4a28a304cc30,2026-04-04 20:17:46+00:00,lcs2026spring,WEEK1,2026-04-04,Cloud9,LYON,75987,,,16.7,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:9ad9f360f988761d91c1,2026-04-18 20:07:45+00:00,lcs2026spring,WEEK3,2026-04-18,Cloud9,Disguised,76590,,,16.8,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:9ad9f360f988761d91c1,2026-04-18 20:07:45+00:00,lcs2026spring,WEEK3,2026-04-19,LYON,SR,76596,,,16.8,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:9ad9f360f988761d91c1,2026-04-18 20:07:45+00:00,lcs2026spring,WEEK3,2026-04-19,Team Liquid,Dignitas,76599,,,16.8,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:9ad9f360f988761d91c1,2026-04-18 20:07:45+00:00,lcs2026spring,WEEK3,2026-04-18,Sentinels,FlyQuest,76593,,,16.8,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:9ad9f360f988761d91c1,2026-04-18 20:07:45+00:00,lcs2026spring,WEEK3,2026-04-18,FlyQuest,Sentinels,76593,,,16.8,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:b0a60cf2f3d3558f5e56,2026-04-25 20:09:02+00:00,lcs2026spring,WEEK4,2026-04-25,FlyQuest,Dignitas,77013,,,16.8,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:b0a60cf2f3d3558f5e56,2026-04-25 20:09:02+00:00,lcs2026spring,WEEK4,2026-04-26,Team Liquid,Sentinels,77022,,,16.8,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:b0a60cf2f3d3558f5e56,2026-04-25 20:09:02+00:00,lcs2026spring,WEEK4,2026-04-25,Cloud9,SR,77016,,,16.8,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:fc48b32f725285a09f66,2026-04-11 20:08:26+00:00,lcs2026spring,WEEK2,2026-04-12,FlyQuest,Disguised,76147,,,16.7,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:fc48b32f725285a09f66,2026-04-11 20:08:26+00:00,lcs2026spring,WEEK2,2026-04-11,LYON,Dignitas,76144,,,16.7,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:fc48b32f725285a09f66,2026-04-11 20:08:26+00:00,lcs2026spring,WEEK2,2026-04-11,Team Liquid,SR,76141,,,16.7,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
2026,split_1,period:fc48b32f725285a09f66,2026-04-11 20:08:26+00:00,lcs2026spring,WEEK2,2026-04-12,Disguised,FlyQuest,76147,,,16.7,GoL tournament match-list cache,data/raw/gol_gg/player_model_v2_stage_3d/acquisition/tournaments/lcs2026spring-matchlist.html,preserved repository cache,DETERMINISTIC_DATE_TEAM
