player,team_id,role,prediction_period_id,target_cutoff,prior_role_adjusted_kp
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:debddf61a872640eadfb,2021-06-04 22:02:02+00:00,0.21627392520765754
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,0.09154486145645097
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,0.038774241550237176
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,0.02621150614096318
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:4f8f85e36ba842416702,2021-07-02 21:10:28+00:00,0.022247654345139155
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:490dcd8b072f0c76bfcd,2021-07-09 21:35:31+00:00,0.030548738905375766
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:5ede35b384e34b4e7cf7,2021-07-16 21:20:22+00:00,-0.041941752689217
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:5befa75590802ab7de54,2021-07-23 20:58:06+00:00,-0.04399521875943909
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:afb91f11a5c9c66cc35b,2021-07-30 21:12:55+00:00,-0.044076376645007694
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:3951db25bbaff1ec59cd,2021-08-12 21:13:39+00:00,0.017176314968031854
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:5a26c3b6318c7b633520,2022-02-05 20:33:18+00:00,0.10160007596352771
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:44168f74464b99791ba3,2022-02-12 20:53:38+00:00,0.029266328684585556
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:466f661effb9208a840b,2022-02-19 20:54:27+00:00,-0.050957378322531784
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:4138ca482beb4344e9ad,2022-02-25 22:37:00+00:00,-0.02595754158327566
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:7a928b9ecc895d38667e,2022-03-05 21:01:58+00:00,-0.1955171399691713
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,-0.12329775599117
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,-0.08663681171455197
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,-0.04730840956426532
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:feb156c0b7ef67e8a92a,2022-04-09 20:43:33+00:00,-0.021944733085635087
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:4c81af754b6b135da741,2022-06-17 21:46:00+00:00,0.001529767961659909
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:9098ed2cd53d3e50498b,2022-06-25 20:09:54+00:00,0.04850460973139517
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:bd5d15bd6830501052ed,2022-07-02 20:14:47+00:00,-0.01782836855164026
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:a1385753e89a22ad7415,2022-07-16 20:31:00+00:00,-0.008828126753968305
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:d36d780bd6e08d095d27,2022-07-23 20:43:00+00:00,0.05925163999044754
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:ab4c55f2271a097a29e2,2022-07-30 20:03:25+00:00,0.017970999450585185
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:e268d0eb9109f8185a29,2022-08-12 20:55:46+00:00,-0.0012767855424846363
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:f6ad6d70568c5aa4ddb9,2022-08-25 19:37:29+00:00,0.04316241514576773
Ablazeolive,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.07581049879940838
Ablazeolive,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.15266497912688645
Ablazeolive,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.17908745879181273
Ablazeolive,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:2b3de7782bdf56dc82d0,2023-02-15 22:07:50+00:00,-0.26255971026581165
Ablazeolive,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:36d3f31311f21e914d55,2023-02-23 22:06:52+00:00,-0.3198700268135283
Akaadian,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:14606e5066005561df07,2020-03-07 21:40:12+00:00,0.0
Akaadian,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:b2e2840d56c789b5030c,2020-03-21 20:18:48+00:00,-0.49345624554043876
Akaadian,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:666de7dcc2eb91211639,2020-03-28 20:29:42+00:00,-0.3703893074884984
Akaadian,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:1970df0ebd4246c6ea3b,2020-06-13 00:40:51+00:00,-0.4557586370664901
Akaadian,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:3968b01a861a52d381a8,2020-06-20 00:31:26+00:00,-0.14171254466660999
Akaadian,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:642a5bb7deff76d164b5,2020-06-27 00:39:52+00:00,-0.14772814383233135
Akaadian,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,-0.32202517116861984
Akaadian,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,-0.18108718066996454
Akaadian,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:4f8f85e36ba842416702,2021-07-02 21:10:28+00:00,-0.16134819659872104
Akaadian,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:490dcd8b072f0c76bfcd,2021-07-09 21:35:31+00:00,-0.1626899134763811
Akaadian,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:5ede35b384e34b4e7cf7,2021-07-16 21:20:22+00:00,-0.0418689686202772
Akaadian,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:5befa75590802ab7de54,2021-07-23 20:58:06+00:00,-0.04921299407451895
Akaadian,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:afb91f11a5c9c66cc35b,2021-07-30 21:12:55+00:00,0.06952398224883297
Akaadian,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:a8f8fd7e2f96bbacb87c,2021-08-07 20:23:28+00:00,0.03502329936399373
Akaadian,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:3951db25bbaff1ec59cd,2021-08-12 21:13:39+00:00,0.17340310418741522
Allorim,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:642a5bb7deff76d164b5,2020-06-27 00:39:52+00:00,0.0
Allorim,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:7813fa8e90f59320de07,2020-07-04 00:21:06+00:00,-0.35718640359588444
Allorim,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:1e2c5a7144cf9a8bc308,2020-07-11 00:50:27+00:00,0.0297409437337247
Allorim,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,-0.08149266812758509
Allorim,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.1502351418573016
Allorim,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.14078265698465145
Allorim,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:9cfbd3e5ecdd20626eed,2020-08-08 00:43:41+00:00,-0.11297617276018086
Alphari,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:fcb777e33a04482e7bfb,2021-01-15 23:10:17+00:00,0.0
Alphari,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:2e302fc7c4bd7a4b3864,2021-01-22 22:29:56+00:00,-0.5319126074320736
Alphari,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:9b9f3f2ec839feb3a947,2021-01-29 22:28:31+00:00,-0.5200825265025146
Alphari,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:7c66db573c65177b96bf,2021-02-05 22:24:44+00:00,-0.24861534176136132
Alphari,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:19d1212ec047ea2c2e1c,2021-02-12 22:29:59+00:00,-0.10950003243348283
Alphari,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:577ed5ecd652eb981e79,2021-02-19 22:21:31+00:00,-0.020078294239176262
Alphari,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:3482fd65afd711052651,2021-02-26 22:23:25+00:00,0.022229014031069534
Alphari,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:433079f36e14953ffe3e,2021-03-05 22:15:28+00:00,0.028742910657330645
Alphari,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:2eea81e5fabdc42a729f,2021-03-12 22:24:45+00:00,0.0240436976869358
Alphari,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:4a6e60b4d46361a99310,2021-03-20 19:21:03+00:00,0.0644689294029122
Alphari,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:8e2682918e14580d212b,2021-04-03 19:17:31+00:00,0.05898646460602156
