player_id,prediction_period_id,feature_name,feature_value,feature_family,feature_version,source_max_timestamp,target_cutoff,cutoff_safe,direct_or_derived,source_records,source_snapshot_hashes,missingness_reason,quality_status
oe:player:20aba59cf47a04a6cf10436ce1946ac,period:01bed218199c5fc6a295,prior_team_state,-0.7221320343559643,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:20aba59cf47a04a6cf10436ce1946ac,period:01bed218199c5fc6a295,prior_team_strength,-0.363492424049175,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:20aba59cf47a04a6cf10436ce1946ac,period:01bed218199c5fc6a295,schedule_opponent_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:21f59b54f62b5b8b4bc0f63f0f617fc,period:01bed218199c5fc6a295,bo_format_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:21f59b54f62b5b8b4bc0f63f0f617fc,period:01bed218199c5fc6a295,canonical_matchup_probability,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:21f59b54f62b5b8b4bc0f63f0f617fc,period:01bed218199c5fc6a295,prior_core_state,-0.7221320343559643,core_v2,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:21f59b54f62b5b8b4bc0f63f0f617fc,period:01bed218199c5fc6a295,prior_team_state,-0.7221320343559643,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:21f59b54f62b5b8b4bc0f63f0f617fc,period:01bed218199c5fc6a295,prior_team_strength,-0.363492424049175,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:21f59b54f62b5b8b4bc0f63f0f617fc,period:01bed218199c5fc6a295,schedule_opponent_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:30bccf285c11c18d7698c98ca52d87d,period:01bed218199c5fc6a295,bo_format_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:30bccf285c11c18d7698c98ca52d87d,period:01bed218199c5fc6a295,canonical_matchup_probability,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:30bccf285c11c18d7698c98ca52d87d,period:01bed218199c5fc6a295,prior_core_state,-0.7221320343559643,core_v2,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:30bccf285c11c18d7698c98ca52d87d,period:01bed218199c5fc6a295,prior_team_state,-0.7221320343559643,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:30bccf285c11c18d7698c98ca52d87d,period:01bed218199c5fc6a295,prior_team_strength,-0.363492424049175,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:30bccf285c11c18d7698c98ca52d87d,period:01bed218199c5fc6a295,schedule_opponent_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:4046e5819c6e57ec8fa00b56834d8aa,period:01bed218199c5fc6a295,bo_format_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:4046e5819c6e57ec8fa00b56834d8aa,period:01bed218199c5fc6a295,canonical_matchup_probability,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:4046e5819c6e57ec8fa00b56834d8aa,period:01bed218199c5fc6a295,prior_core_state,-0.7221320343559643,core_v2,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:4046e5819c6e57ec8fa00b56834d8aa,period:01bed218199c5fc6a295,prior_team_state,-0.7221320343559643,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:4046e5819c6e57ec8fa00b56834d8aa,period:01bed218199c5fc6a295,prior_team_strength,-0.363492424049175,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:4046e5819c6e57ec8fa00b56834d8aa,period:01bed218199c5fc6a295,schedule_opponent_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:419bc348a61e7433593ea741189d833,period:01bed218199c5fc6a295,bo_format_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:419bc348a61e7433593ea741189d833,period:01bed218199c5fc6a295,canonical_matchup_probability,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:419bc348a61e7433593ea741189d833,period:01bed218199c5fc6a295,prior_core_state,-0.7221320343559643,core_v2,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:419bc348a61e7433593ea741189d833,period:01bed218199c5fc6a295,prior_team_state,-0.7221320343559643,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:419bc348a61e7433593ea741189d833,period:01bed218199c5fc6a295,prior_team_strength,-0.363492424049175,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:419bc348a61e7433593ea741189d833,period:01bed218199c5fc6a295,schedule_opponent_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:4d2f4b9fa48af3a3618b2cbac02fa9b,period:01bed218199c5fc6a295,bo_format_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:4d2f4b9fa48af3a3618b2cbac02fa9b,period:01bed218199c5fc6a295,canonical_matchup_probability,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:4d2f4b9fa48af3a3618b2cbac02fa9b,period:01bed218199c5fc6a295,prior_core_state,-0.7221320343559643,core_v2,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:4d2f4b9fa48af3a3618b2cbac02fa9b,period:01bed218199c5fc6a295,prior_team_state,-0.7221320343559643,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:4d2f4b9fa48af3a3618b2cbac02fa9b,period:01bed218199c5fc6a295,prior_team_strength,-0.363492424049175,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:4d2f4b9fa48af3a3618b2cbac02fa9b,period:01bed218199c5fc6a295,schedule_opponent_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:4d38e91e966ad67aead69648253640e,period:01bed218199c5fc6a295,bo_format_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:4d38e91e966ad67aead69648253640e,period:01bed218199c5fc6a295,canonical_matchup_probability,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:4d38e91e966ad67aead69648253640e,period:01bed218199c5fc6a295,prior_core_state,-0.7221320343559643,core_v2,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:4d38e91e966ad67aead69648253640e,period:01bed218199c5fc6a295,prior_team_state,-0.7221320343559643,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:4d38e91e966ad67aead69648253640e,period:01bed218199c5fc6a295,prior_team_strength,-0.363492424049175,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:4d38e91e966ad67aead69648253640e,period:01bed218199c5fc6a295,schedule_opponent_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:51d421a31ce72460198ef946995fb11,period:01bed218199c5fc6a295,bo_format_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:51d421a31ce72460198ef946995fb11,period:01bed218199c5fc6a295,canonical_matchup_probability,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:51d421a31ce72460198ef946995fb11,period:01bed218199c5fc6a295,prior_core_state,-0.7221320343559643,core_v2,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:51d421a31ce72460198ef946995fb11,period:01bed218199c5fc6a295,prior_team_state,-0.7221320343559643,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:51d421a31ce72460198ef946995fb11,period:01bed218199c5fc6a295,prior_team_strength,-0.363492424049175,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:51d421a31ce72460198ef946995fb11,period:01bed218199c5fc6a295,schedule_opponent_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:526e67744f0b90739ec17c191c62d24,period:01bed218199c5fc6a295,bo_format_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:526e67744f0b90739ec17c191c62d24,period:01bed218199c5fc6a295,canonical_matchup_probability,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:526e67744f0b90739ec17c191c62d24,period:01bed218199c5fc6a295,prior_core_state,-0.7221320343559643,core_v2,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:526e67744f0b90739ec17c191c62d24,period:01bed218199c5fc6a295,prior_team_state,-0.7221320343559643,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:526e67744f0b90739ec17c191c62d24,period:01bed218199c5fc6a295,prior_team_strength,-0.363492424049175,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:526e67744f0b90739ec17c191c62d24,period:01bed218199c5fc6a295,schedule_opponent_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:574ca24646bea0e378813db54092903,period:01bed218199c5fc6a295,bo_format_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:574ca24646bea0e378813db54092903,period:01bed218199c5fc6a295,canonical_matchup_probability,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:574ca24646bea0e378813db54092903,period:01bed218199c5fc6a295,prior_core_state,-0.7221320343559643,core_v2,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:574ca24646bea0e378813db54092903,period:01bed218199c5fc6a295,prior_team_state,-0.7221320343559643,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:574ca24646bea0e378813db54092903,period:01bed218199c5fc6a295,prior_team_strength,-0.363492424049175,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:574ca24646bea0e378813db54092903,period:01bed218199c5fc6a295,schedule_opponent_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:5b4a9ba6121c6d0e37076f8f3523000,period:01bed218199c5fc6a295,bo_format_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:5b4a9ba6121c6d0e37076f8f3523000,period:01bed218199c5fc6a295,canonical_matchup_probability,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
oe:player:5b4a9ba6121c6d0e37076f8f3523000,period:01bed218199c5fc6a295,prior_core_state,-0.7221320343559643,core_v2,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:5b4a9ba6121c6d0e37076f8f3523000,period:01bed218199c5fc6a295,prior_team_state,-0.7221320343559643,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:5b4a9ba6121c6d0e37076f8f3523000,period:01bed218199c5fc6a295,prior_team_strength,-0.363492424049175,team_strength,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,DERIVED,1,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",,PASS
oe:player:5b4a9ba6121c6d0e37076f8f3523000,period:01bed218199c5fc6a295,schedule_opponent_context,,schedule_matchup_unavailable,stage4c_context_v1,,2020-01-25T21:37:53+00:00,True,UNAVAILABLE,0,"[""852b9dd9fe37c7a19af0fcef98acd93933c9ef3627279543fb8e3fc25afd363a""]",MISSING_NO_PRELOCK_PUBLICATION_EVIDENCE,NOT_AVAILABLE
