team_id,prediction_period_id,opponent_team_id,series_id,season,split,stage,series_date,series_format,best_of,expected_games,expected_games_method,target_cutoff,evidence_class,quality_status
oe:team:f7f7324c151aa6ed770b244ce08e027,period:0836494c11a0b381c084,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,oe_structural:2020:2020-08-16:2e378dfa3868,2020.0,Summer,playoffs,2020-08-16,BO5,5,4.0,phase_f_unfitted_engineering_priors_v1,2020-08-13T19:38:23+00:00,STRUCTURAL_RECONCILIATION_ONLY,STRUCTURAL_RECONCILIATION
oe:team:0dbb780176ecad18f17292d1f5653af,period:0a890f671f8ce6bbde59,oe:team:289284911fb6f41c0ccaecc3a0c2891,oe_structural:2026:2026-05-09:90197c708e72,2026.0,Spring,regular,2026-05-09,BO1,1,1.0,phase_f_unfitted_engineering_priors_v1,2026-05-02T20:10:20+00:00,STRUCTURAL_RECONCILIATION_ONLY,STRUCTURAL_RECONCILIATION
oe:team:289284911fb6f41c0ccaecc3a0c2891,period:0a890f671f8ce6bbde59,oe:team:0dbb780176ecad18f17292d1f5653af,oe_structural:2026:2026-05-09:90197c708e72,2026.0,Spring,regular,2026-05-09,BO1,1,1.0,phase_f_unfitted_engineering_priors_v1,2026-05-02T20:10:20+00:00,STRUCTURAL_RECONCILIATION_ONLY,STRUCTURAL_RECONCILIATION
oe:team:2e66da41dc460dd378e3bcc57042d31,period:0a890f671f8ce6bbde59,oe:team:b360f1d729b0a8e0f29a5243c4200fa,oe_structural:2026:2026-05-03:15c4f0e88fab,2026.0,Spring,regular,2026-05-03,BO1,1,1.0,phase_f_unfitted_engineering_priors_v1,2026-05-02T20:10:20+00:00,STRUCTURAL_RECONCILIATION_ONLY,STRUCTURAL_RECONCILIATION
oe:team:b360f1d729b0a8e0f29a5243c4200fa,period:0a890f671f8ce6bbde59,oe:team:2e66da41dc460dd378e3bcc57042d31,oe_structural:2026:2026-05-03:15c4f0e88fab,2026.0,Spring,regular,2026-05-03,BO1,1,1.0,phase_f_unfitted_engineering_priors_v1,2026-05-02T20:10:20+00:00,STRUCTURAL_RECONCILIATION_ONLY,STRUCTURAL_RECONCILIATION
oe:team:b360f1d729b0a8e0f29a5243c4200fa,period:0a890f671f8ce6bbde59,oe:team:f90422f1cbcb24bc2a855202582ec29,oe_structural:2026:2026-05-09:471eea01e1ac,2026.0,Spring,regular,2026-05-09,BO1,1,1.0,phase_f_unfitted_engineering_priors_v1,2026-05-02T20:10:20+00:00,STRUCTURAL_RECONCILIATION_ONLY,STRUCTURAL_RECONCILIATION
oe:team:da1143bf9a245b78a8dc86417de85b3,period:0a890f671f8ce6bbde59,oe:team:f90422f1cbcb24bc2a855202582ec29,oe_structural:2026:2026-05-03:f740f89f3945,2026.0,Spring,regular,2026-05-03,BO1,1,1.0,phase_f_unfitted_engineering_priors_v1,2026-05-02T20:10:20+00:00,STRUCTURAL_RECONCILIATION_ONLY,STRUCTURAL_RECONCILIATION
oe:team:f90422f1cbcb24bc2a855202582ec29,period:0a890f671f8ce6bbde59,oe:team:da1143bf9a245b78a8dc86417de85b3,oe_structural:2026:2026-05-03:f740f89f3945,2026.0,Spring,regular,2026-05-03,BO1,1,1.0,phase_f_unfitted_engineering_priors_v1,2026-05-02T20:10:20+00:00,STRUCTURAL_RECONCILIATION_ONLY,STRUCTURAL_RECONCILIATION
oe:team:f90422f1cbcb24bc2a855202582ec29,period:0a890f671f8ce6bbde59,oe:team:b360f1d729b0a8e0f29a5243c4200fa,oe_structural:2026:2026-05-09:471eea01e1ac,2026.0,Spring,regular,2026-05-09,BO1,1,1.0,phase_f_unfitted_engineering_priors_v1,2026-05-02T20:10:20+00:00,STRUCTURAL_RECONCILIATION_ONLY,STRUCTURAL_RECONCILIATION
oe:team:2e66da41dc460dd378e3bcc57042d31,period:0c3bfca85acd014e625d,oe:team:8eb884e168f28402ce685bedebb5250,oe_structural:2024:2024-03-31:19ae50181c56,2024.0,Spring,playoffs,2024-03-31,BO5,5,4.0,phase_f_unfitted_engineering_priors_v1,2024-03-30T20:22:30+00:00,STRUCTURAL_RECONCILIATION_ONLY,STRUCTURAL_RECONCILIATION
