team_id,prediction_period_id,canonical_matchup_probability,team_strength,opponent_count,series_count,total_expected_games,matchup_uncertainty,method,shared_within_team,no_target_outcome,evidence_class
oe:team:0dbb780176ecad18f17292d1f5653af,period:01bed218199c5fc6a295,0.5,-0.36349242,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:2e66da41dc460dd378e3bcc57042d31,period:01bed218199c5fc6a295,0.5,-0.36349242,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:01bed218199c5fc6a295,0.5,-0.36349242,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:87ee02298073abc2d55060f097d4041,period:01bed218199c5fc6a295,0.5,-0.36349242,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:8eb884e168f28402ce685bedebb5250,period:01bed218199c5fc6a295,0.5,-0.36349242,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:a22510a4756fa424cb0771b13261139,period:01bed218199c5fc6a295,0.5,-0.36349242,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:c334c629fea759876e9e04afbe4aee7,period:01bed218199c5fc6a295,0.5,-0.36349242,3.0,3.0,3.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,period:01bed218199c5fc6a295,0.5,-0.36349242,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:f7f7324c151aa6ed770b244ce08e027,period:01bed218199c5fc6a295,0.5,-0.36349242,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:01bed218199c5fc6a295,0.5,-0.36349242,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:2e66da41dc460dd378e3bcc57042d31,period:03ffd32cfddfafb63d73,0.55489158,0.25028127,1.0,2.0,5.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:03ffd32cfddfafb63d73,0.4964806,0.01574858,1.0,1.0,2.5,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:8eb884e168f28402ce685bedebb5250,period:03ffd32cfddfafb63d73,0.521377,0.27437354,2.0,2.0,5.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:b360f1d729b0a8e0f29a5243c4200fa,period:03ffd32cfddfafb63d73,0.46457875,0.02982641,2.0,3.0,7.5,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:e758ebe9a5a2cc81b9c8078479c2d87,period:03ffd32cfddfafb63d73,0.4605825,0.11637568,1.0,1.0,2.5,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:03ffd32cfddfafb63d73,0.49666349,0.26102731,1.0,1.0,2.5,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:289284911fb6f41c0ccaecc3a0c2891,period:0433ceb2175e1870c17a,0.48871293,0.13267183,2.0,2.0,1.0,0.3,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:2e66da41dc460dd378e3bcc57042d31,period:0433ceb2175e1870c17a,0.49298783,0.23613884,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:f90422f1cbcb24bc2a855202582ec29,period:0433ceb2175e1870c17a,0.51128707,0.1778278,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:0433ceb2175e1870c17a,0.50701217,0.26418936,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:0dbb780176ecad18f17292d1f5653af,period:06566a2ea584fecf6c15,0.45365925,0.00282864,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:2e66da41dc460dd378e3bcc57042d31,period:06566a2ea584fecf6c15,0.50192588,0.21033085,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:06566a2ea584fecf6c15,0.46439077,0.10772549,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:8eb884e168f28402ce685bedebb5250,period:06566a2ea584fecf6c15,0.48279121,0.04727121,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:b360f1d729b0a8e0f29a5243c4200fa,period:06566a2ea584fecf6c15,0.4856809,0.04372304,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:c334c629fea759876e9e04afbe4aee7,period:06566a2ea584fecf6c15,0.50694123,0.15484186,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:e758ebe9a5a2cc81b9c8078479c2d87,period:06566a2ea584fecf6c15,0.54082269,0.18872513,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:06566a2ea584fecf6c15,0.52281308,0.25040395,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:0dbb780176ecad18f17292d1f5653af,period:0836494c11a0b381c084,0.46508948,0.06437259,1.0,1.0,4.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:2e66da41dc460dd378e3bcc57042d31,period:0836494c11a0b381c084,0.54316001,0.2258366,2.0,3.0,8.0,0.3,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:0836494c11a0b381c084,0.51548208,0.11471399,1.0,1.0,4.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:a22510a4756fa424cb0771b13261139,period:0836494c11a0b381c084,0.53491052,0.20424224,1.0,1.0,4.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:f7f7324c151aa6ed770b244ce08e027,period:0836494c11a0b381c084,0.46606597,0.05276586,2.0,3.0,12.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:0dbb780176ecad18f17292d1f5653af,period:0a890f671f8ce6bbde59,0.5111738,-0.02163262,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:289284911fb6f41c0ccaecc3a0c2891,period:0a890f671f8ce6bbde59,0.4888262,-0.06633526,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:2e66da41dc460dd378e3bcc57042d31,period:0a890f671f8ce6bbde59,0.53669199,0.11871986,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:b360f1d729b0a8e0f29a5243c4200fa,period:0a890f671f8ce6bbde59,0.46171195,-0.02831241,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:da1143bf9a245b78a8dc86417de85b3,period:0a890f671f8ce6bbde59,0.52183266,0.2189499,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:f90422f1cbcb24bc2a855202582ec29,period:0a890f671f8ce6bbde59,0.50902572,0.13156367,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:2e66da41dc460dd378e3bcc57042d31,period:0c3bfca85acd014e625d,0.51440013,0.29059955,1.0,2.0,6.5,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:8eb884e168f28402ce685bedebb5250,period:0c3bfca85acd014e625d,0.48559987,0.23298309,1.0,2.0,6.5,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:0c3bfca85acd014e625d,nan,nan,nan,nan,nan,nan,MISSING_ALL_OPPONENT_STRENGTHS,nan,nan,UNAVAILABLE
oe:team:0dbb780176ecad18f17292d1f5653af,period:0f3dd675ff7b55987f43,0.54466292,0.09964512,1.0,1.0,2.5,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:0f3dd675ff7b55987f43,0.46880436,0.11844042,1.0,1.0,2.5,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:b360f1d729b0a8e0f29a5243c4200fa,period:0f3dd675ff7b55987f43,0.45365403,-0.07948399,2.0,2.0,5.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:e758ebe9a5a2cc81b9c8078479c2d87,period:0f3dd675ff7b55987f43,0.50776757,0.11322631,2.0,2.0,5.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:0f3dd675ff7b55987f43,0.53184476,0.24338529,2.0,2.0,5.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:0dbb780176ecad18f17292d1f5653af,period:111e9dfa6ccd70cbab3b,nan,nan,nan,nan,nan,nan,MISSING_TEAM_STRENGTH_DEPENDENCY,nan,nan,UNAVAILABLE
oe:team:2e66da41dc460dd378e3bcc57042d31,period:111e9dfa6ccd70cbab3b,0.46229291,0.00077893,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:111e9dfa6ccd70cbab3b,0.53951429,0.25670091,4.0,4.0,3.0,0.3,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:87ee02298073abc2d55060f097d4041,period:111e9dfa6ccd70cbab3b,0.44669188,-0.01898423,3.0,3.0,2.0,0.3,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:8eb884e168f28402ce685bedebb5250,period:111e9dfa6ccd70cbab3b,0.53471495,0.26172857,3.0,3.0,3.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:a22510a4756fa424cb0771b13261139,period:111e9dfa6ccd70cbab3b,0.46470921,0.13953787,2.0,2.0,1.0,0.3,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:c334c629fea759876e9e04afbe4aee7,period:111e9dfa6ccd70cbab3b,0.47689315,0.04791009,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,period:111e9dfa6ccd70cbab3b,0.45970391,0.03108387,3.0,3.0,2.0,0.3,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:f7f7324c151aa6ed770b244ce08e027,period:111e9dfa6ccd70cbab3b,0.50938475,0.12886555,3.0,3.0,3.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:111e9dfa6ccd70cbab3b,0.54664255,0.28093613,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:0dbb780176ecad18f17292d1f5653af,period:14606e5066005561df07,0.50423439,-0.03048884,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:2e66da41dc460dd378e3bcc57042d31,period:14606e5066005561df07,0.51446595,0.15750366,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:14606e5066005561df07,0.44469757,0.01203267,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:87ee02298073abc2d55060f097d4041,period:14606e5066005561df07,0.44252037,-0.0474268,3.0,3.0,3.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:8eb884e168f28402ce685bedebb5250,period:14606e5066005561df07,nan,nan,nan,nan,nan,nan,MISSING_TEAM_STRENGTH_DEPENDENCY,nan,nan,UNAVAILABLE
oe:team:a22510a4756fa424cb0771b13261139,period:14606e5066005561df07,0.51752058,0.12533357,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:c334c629fea759876e9e04afbe4aee7,period:14606e5066005561df07,0.49951761,0.01010312,2.0,2.0,1.0,0.3,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,period:14606e5066005561df07,0.49963451,0.07243274,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:f7f7324c151aa6ed770b244ce08e027,period:14606e5066005561df07,0.48973771,0.0738947,3.0,3.0,2.0,0.3,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:14606e5066005561df07,0.61810438,0.46391736,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:2e66da41dc460dd378e3bcc57042d31,period:18a8b98d7b5d7f0b7105,0.4903739,0.22966948,1.0,1.0,4.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:8eb884e168f28402ce685bedebb5250,period:18a8b98d7b5d7f0b7105,0.48189319,0.1957197,1.0,1.0,4.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:18a8b98d7b5d7f0b7105,0.51386646,0.26817864,2.0,2.0,8.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:0dbb780176ecad18f17292d1f5653af,period:18c306f73901eb8e548e,0.5152426,0.19417265,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:2e66da41dc460dd378e3bcc57042d31,period:18c306f73901eb8e548e,0.56054592,0.31329677,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:18c306f73901eb8e548e,0.46166027,-0.08575258,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:87ee02298073abc2d55060f097d4041,period:18c306f73901eb8e548e,0.49979299,-0.06003656,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:8eb884e168f28402ce685bedebb5250,period:18c306f73901eb8e548e,0.45801637,-0.05623557,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:a22510a4756fa424cb0771b13261139,period:18c306f73901eb8e548e,0.48065265,-0.04792724,3.0,3.0,3.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:c334c629fea759876e9e04afbe4aee7,period:18c306f73901eb8e548e,0.50788346,-0.02850011,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,period:18c306f73901eb8e548e,0.51355137,-0.01469715,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:f7f7324c151aa6ed770b244ce08e027,period:18c306f73901eb8e548e,0.48774626,-0.08991655,3.0,3.0,3.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:18c306f73901eb8e548e,0.56930074,0.19324619,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:0dbb780176ecad18f17292d1f5653af,period:1970df0ebd4246c6ea3b,0.50975448,0.08417111,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:2e66da41dc460dd378e3bcc57042d31,period:1970df0ebd4246c6ea3b,0.52971035,0.12545908,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:1970df0ebd4246c6ea3b,0.43054354,0.02507766,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:87ee02298073abc2d55060f097d4041,period:1970df0ebd4246c6ea3b,0.46925434,-0.0121438,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:8eb884e168f28402ce685bedebb5250,period:1970df0ebd4246c6ea3b,0.53289389,0.13824419,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:a22510a4756fa424cb0771b13261139,period:1970df0ebd4246c6ea3b,0.49782646,0.00647752,3.0,3.0,3.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:c334c629fea759876e9e04afbe4aee7,period:1970df0ebd4246c6ea3b,0.44783902,-0.16435009,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,period:1970df0ebd4246c6ea3b,0.52852944,0.08378983,3.0,3.0,3.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:f7f7324c151aa6ed770b244ce08e027,period:1970df0ebd4246c6ea3b,0.40677195,0.09780282,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:1970df0ebd4246c6ea3b,0.60193974,0.47512899,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:0dbb780176ecad18f17292d1f5653af,period:19d1212ec047ea2c2e1c,0.47714943,-0.05844726,4.0,4.0,4.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:2e66da41dc460dd378e3bcc57042d31,period:19d1212ec047ea2c2e1c,0.48470805,0.02415012,3.0,3.0,3.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:19d1212ec047ea2c2e1c,0.48890293,0.21459102,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:87ee02298073abc2d55060f097d4041,period:19d1212ec047ea2c2e1c,0.472264,-0.07045577,3.0,3.0,3.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:8eb884e168f28402ce685bedebb5250,period:19d1212ec047ea2c2e1c,0.54115386,0.30956914,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:a22510a4756fa424cb0771b13261139,period:19d1212ec047ea2c2e1c,0.49867297,0.07416397,3.0,3.0,3.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:c334c629fea759876e9e04afbe4aee7,period:19d1212ec047ea2c2e1c,0.48382254,9.858e-05,3.0,3.0,3.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,period:19d1212ec047ea2c2e1c,0.51306715,0.10645969,3.0,3.0,3.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:f7f7324c151aa6ed770b244ce08e027,period:19d1212ec047ea2c2e1c,0.53215909,0.17920287,3.0,3.0,3.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:19d1212ec047ea2c2e1c,0.51930182,0.20846081,4.0,4.0,4.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:0dbb780176ecad18f17292d1f5653af,period:1c76ac6866aa6a71a894,0.46334127,-0.00902698,1.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:2e66da41dc460dd378e3bcc57042d31,period:1c76ac6866aa6a71a894,0.46642892,0.16955803,2.0,2.0,4.0,0.3,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:da1143bf9a245b78a8dc86417de85b3,period:1c76ac6866aa6a71a894,nan,nan,nan,nan,nan,nan,MISSING_TEAM_STRENGTH_DEPENDENCY,nan,nan,UNAVAILABLE
oe:team:f90422f1cbcb24bc2a855202582ec29,period:1c76ac6866aa6a71a894,0.50099498,0.13787154,2.0,2.0,5.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:1c76ac6866aa6a71a894,0.53357108,0.30404469,1.0,1.0,4.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:0dbb780176ecad18f17292d1f5653af,period:1e2c5a7144cf9a8bc308,0.48326911,-0.05516864,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:2e66da41dc460dd378e3bcc57042d31,period:1e2c5a7144cf9a8bc308,0.51381356,0.26639172,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:1e2c5a7144cf9a8bc308,0.41356844,0.01135912,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:87ee02298073abc2d55060f097d4041,period:1e2c5a7144cf9a8bc308,0.47786348,0.04791186,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:8eb884e168f28402ce685bedebb5250,period:1e2c5a7144cf9a8bc308,0.5277277,0.18320062,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:a22510a4756fa424cb0771b13261139,period:1e2c5a7144cf9a8bc308,0.52207469,0.21112341,3.0,3.0,3.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:c334c629fea759876e9e04afbe4aee7,period:1e2c5a7144cf9a8bc308,0.49012019,0.08992741,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,period:1e2c5a7144cf9a8bc308,0.49779332,0.01177992,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:f7f7324c151aa6ed770b244ce08e027,period:1e2c5a7144cf9a8bc308,0.46551489,0.09640741,3.0,3.0,3.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:fc8e90107dabb9a35c490b0d86adea0,period:1e2c5a7144cf9a8bc308,0.61300118,0.51403286,2.0,2.0,2.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:0dbb780176ecad18f17292d1f5653af,period:22dfd57f1594beeba715,0.50132208,0.16271923,2.0,2.0,5.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,period:22dfd57f1594beeba715,0.49647764,0.14862956,1.0,1.0,4.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
oe:team:f7f7324c151aa6ed770b244ce08e027,period:22dfd57f1594beeba715,0.50747905,0.19263768,1.0,1.0,1.0,0.1,phase_d_pairwise_expected_games_weighted,True,True,STRUCTURAL_RECONCILIATION_DERIVED
