year,prediction_period,player,role,team,team_fe_delta,s30_base_pred,s30_cand_pred,s30_base_share,s30_cand_share,fe_base_delta,fe_cand_delta,fe_share_diff
2024,2024-08-05 00:00:00+00:00,Bwipo,TOP,FlyQuest,-1.3526151999999982,12.8352,13.2016,0.1775,0.1778,-0.2401,-0.2405,-0.0004
2024,2024-08-05 00:00:00+00:00,Castle,TOP,Immortals,-2.705230399999999,12.3581,12.1391,0.1948,0.1938,-0.5269,-0.5242,0.0027
2024,2024-08-05 00:00:00+00:00,Contractz,JGL,NRG,-5.241383899999999,10.975,11.4363,0.167,0.1716,-0.8754,-0.8994,-0.024
2024,2024-08-05 00:00:00+00:00,CoreJJ,SUP,Team Liquid,6.424922199999998,14.1877,14.5461,0.1865,0.1877,1.1982,1.2061,0.008
2024,2024-08-05 00:00:00+00:00,Dhokla,TOP,NRG,-5.241383899999999,13.536,13.6594,0.206,0.205,-1.0797,-1.0743,0.0054
2024,2024-08-05 00:00:00+00:00,Eyla,SUP,100 Thieves,-2.705230399999999,13.4211,13.2813,0.1951,0.1923,-0.5277,-0.5201,0.0075
2024,2024-08-05 00:00:00+00:00,FBI,BOT,NRG,-5.241383899999999,14.941,15.0904,0.2274,0.2264,-1.1917,-1.1868,0.0049
2024,2024-08-05 00:00:00+00:00,FakeGod,TOP,Shopify Rebellion,3.5506148999999994,14.2024,14.111,0.1948,0.1984,0.6916,0.7043,0.0127
2024,2024-08-05 00:00:00+00:00,Impact,TOP,Team Liquid,6.424922199999998,14.7928,14.8196,0.1944,0.1913,1.2493,1.2288,-0.0204
2024,2024-08-05 00:00:00+00:00,Insanity,MID,Shopify Rebellion,3.5506148999999994,15.3578,15.357,0.2106,0.2159,0.7479,0.7665,0.0186
2024,2024-08-05 00:00:00+00:00,Inspired,JGL,FlyQuest,-1.3526151999999982,13.0518,13.7211,0.1805,0.1848,-0.2441,-0.25,-0.0059
2024,2024-08-05 00:00:00+00:00,Isles,SUP,Dignitas,3.7196917999999988,13.1277,13.3381,0.1922,0.1918,0.715,0.7135,-0.0014
2024,2024-08-05 00:00:00+00:00,Jensen,MID,Dignitas,3.7196917999999988,15.6562,16.4172,0.2292,0.2361,0.8527,0.8783,0.0256
2024,2024-08-05 00:00:00+00:00,Jojopyun,MID,Cloud9,-2.3670766000000008,14.9966,15.1314,0.21,0.2038,-0.497,-0.4824,0.0146
2024,2024-08-05 00:00:00+00:00,Licorice,TOP,Dignitas,3.7196917999999988,12.8861,12.5779,0.1887,0.1809,0.7018,0.6729,-0.0289
2024,2024-08-05 00:00:00+00:00,Mask,MID,Immortals,-2.705230399999999,15.0318,14.9098,0.2369,0.238,-0.6408,-0.6438,-0.003
2024,2024-08-05 00:00:00+00:00,Massu,BOT,FlyQuest,-1.3526151999999982,15.3096,15.6681,0.2117,0.2111,-0.2864,-0.2855,0.0009
2024,2024-08-05 00:00:00+00:00,Olleh,SUP,Immortals,-2.705230399999999,11.8043,11.5317,0.186,0.1841,-0.5032,-0.498,0.0053
2024,2024-08-05 00:00:00+00:00,Palafox,MID,NRG,-5.241383899999999,13.3893,13.1566,0.2038,0.1974,-1.068,-1.0347,0.0332
2024,2024-08-05 00:00:00+00:00,Quad,MID,FlyQuest,-1.3526151999999982,17.1851,17.3516,0.2377,0.2337,-0.3215,-0.3161,0.0053
2024,2024-08-05 00:00:00+00:00,Quid,MID,100 Thieves,-2.705230399999999,15.2588,15.6482,0.2218,0.2265,-0.5999,-0.6128,-0.0129
2024,2024-08-05 00:00:00+00:00,River,JGL,100 Thieves,-2.705230399999999,11.7025,11.342,0.1701,0.1642,-0.4601,-0.4442,0.0159
2024,2024-08-05 00:00:00+00:00,Sniper,TOP,100 Thieves,-2.705230399999999,13.4615,12.7197,0.1956,0.1841,-0.5292,-0.4982,0.0311
2024,2024-08-05 00:00:00+00:00,Spica,JGL,Dignitas,3.7196917999999988,11.6092,11.8506,0.17,0.1704,0.6323,0.634,0.0017
2024,2024-08-05 00:00:00+00:00,Tactical,BOT,Immortals,-2.705230399999999,13.8933,13.958,0.2189,0.2228,-0.5923,-0.6027,-0.0104
2024,2024-08-05 00:00:00+00:00,Thanatos,TOP,Cloud9,-2.3670766000000008,13.4949,13.9826,0.1889,0.1883,-0.4472,-0.4458,0.0014
2024,2024-08-05 00:00:00+00:00,Tomo,BOT,100 Thieves,-2.705230399999999,14.9641,16.0834,0.2175,0.2328,-0.5883,-0.6299,-0.0416
2024,2024-08-05 00:00:00+00:00,UmTi,JGL,Team Liquid,6.424922199999998,13.3313,13.3539,0.1752,0.1723,1.1258,1.1073,-0.0185
2024,2024-08-05 00:00:00+00:00,Vulcan,SUP,Cloud9,-2.3670766000000008,14.3087,15.334,0.2003,0.2065,-0.4742,-0.4889,-0.0147
2024,2024-08-05 00:00:00+00:00,Yeon,BOT,Team Liquid,6.424922199999998,16.5251,16.8556,0.2172,0.2175,1.3956,1.3977,0.0021
2024,2024-08-05 00:00:00+00:00,Zeyzal,SUP,Shopify Rebellion,3.5506148999999994,13.4986,12.7541,0.1851,0.1793,0.6573,0.6366,-0.0207
2024,2024-08-05 00:00:00+00:00,Zven,BOT,Dignitas,3.7196917999999988,15.0194,15.3479,0.2199,0.2207,0.818,0.8211,0.0031
2024,2024-08-05 00:00:00+00:00,huhi,SUP,NRG,-5.241383899999999,12.8701,13.3013,0.1959,0.1996,-1.0266,-1.0461,-0.0195
2024,2024-08-12 00:00:00+00:00,Busio,SUP,FlyQuest,3.888768699999998,12.5363,13.8749,0.1817,0.1913,0.7068,0.744,0.0373
2024,2024-08-12 00:00:00+00:00,Bwipo,TOP,FlyQuest,3.888768699999998,12.7528,13.0259,0.1849,0.1796,0.719,0.6985,-0.0205
2024,2024-08-12 00:00:00+00:00,Contractz,JGL,NRG,-3.5506148999999994,10.3429,10.7336,0.1633,0.1707,-0.5798,-0.606,-0.0262
2024,2024-08-12 00:00:00+00:00,Dhokla,TOP,NRG,-3.5506148999999994,13.4,12.7967,0.2116,0.2035,-0.7512,-0.7225,0.0287
2024,2024-08-12 00:00:00+00:00,Eyla,SUP,100 Thieves,0.6763076000000006,14.8158,14.0212,0.2028,0.2004,0.1372,0.1355,-0.0017
2024,2024-08-12 00:00:00+00:00,FBI,BOT,NRG,-3.5506148999999994,14.5211,14.4664,0.2293,0.23,-0.814,-0.8168,-0.0028
2024,2024-08-12 00:00:00+00:00,Inspired,JGL,FlyQuest,3.888768699999998,12.3078,12.8562,0.1784,0.1773,0.6939,0.6894,-0.0045
2024,2024-08-12 00:00:00+00:00,Isles,SUP,Dignitas,3.043384199999998,13.763,13.6759,0.185,0.187,0.563,0.5692,0.0062
2024,2024-08-12 00:00:00+00:00,Jensen,MID,Dignitas,3.043384199999998,16.6934,16.2867,0.2244,0.2227,0.6828,0.6778,-0.005
2024,2024-08-12 00:00:00+00:00,Licorice,TOP,Dignitas,3.043384199999998,14.3407,13.8677,0.1928,0.1896,0.5866,0.5772,-0.0094
2024,2024-08-12 00:00:00+00:00,Massu,BOT,FlyQuest,3.888768699999998,14.4891,15.2598,0.2101,0.2104,0.8168,0.8183,0.0014
2024,2024-08-12 00:00:00+00:00,Palafox,MID,NRG,-3.5506148999999994,12.9367,12.8103,0.2042,0.2037,-0.7252,-0.7233,0.0019
2024,2024-08-12 00:00:00+00:00,Quad,MID,FlyQuest,3.888768699999998,16.8925,17.5038,0.2449,0.2414,0.9523,0.9386,-0.0137
2024,2024-08-12 00:00:00+00:00,Quid,MID,100 Thieves,0.6763076000000006,16.1647,15.4332,0.2213,0.2206,0.1497,0.1492,-0.0005
2024,2024-08-12 00:00:00+00:00,River,JGL,100 Thieves,0.6763076000000006,11.936,11.4422,0.1634,0.1635,0.1105,0.1106,0.0001
2024,2024-08-12 00:00:00+00:00,Sniper,TOP,100 Thieves,0.6763076000000006,13.5429,12.5802,0.1854,0.1798,0.1254,0.1216,-0.0038
2024,2024-08-12 00:00:00+00:00,Spica,JGL,Dignitas,3.043384199999998,13.2707,13.2819,0.1784,0.1816,0.5428,0.5528,0.0099
2024,2024-08-12 00:00:00+00:00,Tomo,BOT,100 Thieves,0.6763076000000006,16.5792,16.4974,0.227,0.2358,0.1535,0.1594,0.0059
2024,2024-08-12 00:00:00+00:00,Zven,BOT,Dignitas,3.043384199999998,16.3329,16.0116,0.2195,0.219,0.6681,0.6664,-0.0017
2024,2024-08-12 00:00:00+00:00,huhi,SUP,NRG,-3.5506148999999994,12.1388,12.0812,0.1916,0.1921,-0.6805,-0.6821,-0.0016
2024,2024-08-19 00:00:00+00:00,APA,MID,Team Liquid,2.705230399999999,17.1311,18.2369,0.222,0.2235,0.6005,0.6045,0.004
2024,2024-08-19 00:00:00+00:00,Berserker,BOT,Cloud9,-2.3670766000000008,16.0159,17.0507,0.2282,0.2301,-0.5402,-0.5446,-0.0044
2024,2024-08-19 00:00:00+00:00,Blaber,JGL,Cloud9,-2.3670766000000008,11.5198,12.407,0.1641,0.1674,-0.3885,-0.3963,-0.0078
2024,2024-08-19 00:00:00+00:00,Busio,SUP,FlyQuest,1.8598458999999994,14.7905,14.674,0.1982,0.1927,0.3686,0.3584,-0.0102
2024,2024-08-19 00:00:00+00:00,Bwipo,TOP,FlyQuest,1.8598458999999994,13.6426,13.5544,0.1828,0.178,0.34,0.331,-0.009
2024,2024-08-19 00:00:00+00:00,Contractz,JGL,NRG,-3.888768699999998,11.6121,11.5477,0.1774,0.1793,-0.6898,-0.6974,-0.0076
2024,2024-08-19 00:00:00+00:00,CoreJJ,SUP,Team Liquid,2.705230399999999,14.426,15.5784,0.1869,0.1909,0.5057,0.5164,0.0107
2024,2024-08-19 00:00:00+00:00,Dhokla,TOP,NRG,-3.888768699999998,12.7388,12.666,0.1946,0.1967,-0.7567,-0.765,-0.0082
2024,2024-08-19 00:00:00+00:00,Eyla,SUP,100 Thieves,0.0,13.9569,14.0632,0.1886,0.1861,0.0,0.0,0.0
2024,2024-08-19 00:00:00+00:00,FBI,BOT,NRG,-3.888768699999998,14.2971,14.3046,0.2184,0.2222,-0.8493,-0.864,-0.0146
2024,2024-08-19 00:00:00+00:00,Impact,TOP,Team Liquid,2.705230399999999,14.2078,15.0243,0.1841,0.1841,0.498,0.498,0.0
2024,2024-08-19 00:00:00+00:00,Inspired,JGL,FlyQuest,1.8598458999999994,12.508,13.2869,0.1676,0.1745,0.3117,0.3245,0.0128
2024,2024-08-19 00:00:00+00:00,Isles,SUP,Dignitas,2.1979997000000013,12.9213,12.3958,0.1902,0.1873,0.4181,0.4117,-0.0065
2024,2024-08-19 00:00:00+00:00,Jensen,MID,Dignitas,2.1979997000000013,14.8838,14.907,0.2191,0.2252,0.4816,0.4951,0.0134
2024,2024-08-19 00:00:00+00:00,Jojopyun,MID,Cloud9,-2.3670766000000008,15.4324,15.4887,0.2199,0.209,-0.5205,-0.4947,0.0258
2024,2024-08-19 00:00:00+00:00,Licorice,TOP,Dignitas,2.1979997000000013,13.311,12.5539,0.196,0.1897,0.4307,0.4169,-0.0138
2024,2024-08-19 00:00:00+00:00,Massu,BOT,FlyQuest,1.8598458999999994,16.6135,16.5004,0.2226,0.2167,0.4141,0.403,-0.0111
2024,2024-08-19 00:00:00+00:00,Palafox,MID,NRG,-3.888768699999998,14.6971,13.906,0.2245,0.216,-0.8731,-0.8399,0.0332
2024,2024-08-19 00:00:00+00:00,Quad,MID,FlyQuest,1.8598458999999994,17.0677,18.1352,0.2287,0.2381,0.4254,0.4429,0.0175
2024,2024-08-19 00:00:00+00:00,Quid,MID,100 Thieves,0.0,16.726,17.182,0.226,0.2274,0.0,0.0,0.0
2024,2024-08-19 00:00:00+00:00,River,JGL,100 Thieves,0.0,12.7005,12.8968,0.1716,0.1707,0.0,0.0,0.0
2024,2024-08-19 00:00:00+00:00,Sniper,TOP,100 Thieves,0.0,14.0945,14.0617,0.1904,0.1861,0.0,0.0,0.0
2024,2024-08-19 00:00:00+00:00,Spica,JGL,Dignitas,2.1979997000000013,11.7384,11.6012,0.1728,0.1753,0.3798,0.3853,0.0054
2024,2024-08-19 00:00:00+00:00,Thanatos,TOP,Cloud9,-2.3670766000000008,12.9031,13.715,0.1839,0.1851,-0.4352,-0.4381,-0.0029
2024,2024-08-19 00:00:00+00:00,Tomo,BOT,100 Thieves,0.0,16.5421,17.3706,0.2235,0.2298,0.0,0.0,0.0
2024,2024-08-19 00:00:00+00:00,UmTi,JGL,Team Liquid,2.705230399999999,13.5617,14.2969,0.1757,0.1752,0.4754,0.4739,-0.0015
2024,2024-08-19 00:00:00+00:00,Vulcan,SUP,Cloud9,-2.3670766000000008,14.3107,15.4455,0.2039,0.2084,-0.4827,-0.4934,-0.0107
2024,2024-08-19 00:00:00+00:00,Yeon,BOT,Team Liquid,2.705230399999999,17.8502,18.4733,0.2313,0.2264,0.6257,0.6124,-0.0133
2024,2024-08-19 00:00:00+00:00,Zven,BOT,Dignitas,2.1979997000000013,15.0702,14.726,0.2219,0.2225,0.4877,0.4891,0.0014
2024,2024-08-19 00:00:00+00:00,huhi,SUP,NRG,-3.888768699999998,12.1173,11.9623,0.1851,0.1858,-0.7198,-0.7225,-0.0027
2024,2024-08-26 00:00:00+00:00,APA,MID,Team Liquid,4.565076300000002,17.2527,18.0763,0.2174,0.2224,0.9927,1.0152,0.0226
2024,2024-08-26 00:00:00+00:00,Berserker,BOT,Cloud9,-3.381537999999997,14.6437,15.4675,0.223,0.2305,-0.7541,-0.7794,-0.0253
2024,2024-08-26 00:00:00+00:00,Blaber,JGL,Cloud9,-3.381537999999997,10.4846,10.5466,0.1597,0.1572,-0.5399,-0.5314,0.0085
2024,2024-08-26 00:00:00+00:00,Busio,SUP,FlyQuest,-1.3526151999999982,14.2496,15.0085,0.1869,0.1905,-0.2528,-0.2576,-0.0048
2024,2024-08-26 00:00:00+00:00,Bwipo,TOP,FlyQuest,-1.3526151999999982,14.0613,13.7989,0.1844,0.1751,-0.2495,-0.2369,0.0126
2024,2024-08-26 00:00:00+00:00,CoreJJ,SUP,Team Liquid,4.565076300000002,15.1863,15.434,0.1914,0.1899,0.8738,0.8668,-0.0069
2024,2024-08-26 00:00:00+00:00,Eyla,SUP,100 Thieves,5.410460800000002,12.7001,12.8119,0.1842,0.1886,0.9965,1.0202,0.0237
2024,2024-08-26 00:00:00+00:00,Impact,TOP,Team Liquid,4.565076300000002,15.3225,15.6588,0.1931,0.1927,0.8816,0.8795,-0.0021
2024,2024-08-26 00:00:00+00:00,Inspired,JGL,FlyQuest,-1.3526151999999982,13.5122,14.1178,0.1772,0.1792,-0.2397,-0.2423,-0.0026
2024,2024-08-26 00:00:00+00:00,Isles,SUP,Dignitas,4.7341532000000015,12.9408,12.1971,0.1877,0.1798,0.8886,0.8512,-0.0374
2024,2024-08-26 00:00:00+00:00,Jensen,MID,Dignitas,4.7341532000000015,14.5914,14.5746,0.2116,0.2148,1.002,1.0171,0.0152
2024,2024-08-26 00:00:00+00:00,Jojopyun,MID,Cloud9,-3.381537999999997,14.5995,14.479,0.2223,0.2158,-0.7518,-0.7296,0.0222
2024,2024-08-26 00:00:00+00:00,Licorice,TOP,Dignitas,4.7341532000000015,13.7432,13.5222,0.1993,0.1993,0.9437,0.9437,-0.0
2024,2024-08-26 00:00:00+00:00,Massu,BOT,FlyQuest,-1.3526151999999982,16.6754,17.2372,0.2187,0.2187,-0.2959,-0.2959,-0.0
2024,2024-08-26 00:00:00+00:00,Quad,MID,FlyQuest,-1.3526151999999982,17.7407,18.6411,0.2327,0.2366,-0.3148,-0.32,-0.0052
2024,2024-08-26 00:00:00+00:00,Quid,MID,100 Thieves,5.410460800000002,16.044,15.6525,0.2327,0.2304,1.2589,1.2464,-0.0125
2024,2024-08-26 00:00:00+00:00,River,JGL,100 Thieves,5.410460800000002,12.3699,12.0409,0.1794,0.1772,0.9706,0.9588,-0.0118
2024,2024-08-26 00:00:00+00:00,Sniper,TOP,100 Thieves,5.410460800000002,12.7617,12.1693,0.1851,0.1791,1.0013,0.969,-0.0323
2024,2024-08-26 00:00:00+00:00,Spica,JGL,Dignitas,4.7341532000000015,11.6879,11.7592,0.1695,0.1733,0.8026,0.8206,0.0181
2024,2024-08-26 00:00:00+00:00,Thanatos,TOP,Cloud9,-3.381537999999997,13.0066,13.0738,0.1981,0.1948,-0.6698,-0.6588,0.011
2024,2024-08-26 00:00:00+00:00,Tomo,BOT,100 Thieves,5.410460800000002,15.0779,15.2711,0.2187,0.2248,1.1831,1.216,0.0329
2024,2024-08-26 00:00:00+00:00,UmTi,JGL,Team Liquid,4.565076300000002,13.6049,14.1411,0.1715,0.174,0.7828,0.7942,0.0114
2024,2024-08-26 00:00:00+00:00,Vulcan,SUP,Cloud9,-3.381537999999997,12.9338,13.5402,0.197,0.2018,-0.666,-0.6823,-0.0163
2024,2024-08-26 00:00:00+00:00,Yeon,BOT,Team Liquid,4.565076300000002,17.9751,17.9705,0.2266,0.2211,1.0342,1.0093,-0.0249
2024,2024-08-26 00:00:00+00:00,Zven,BOT,Dignitas,4.7341532000000015,15.9798,15.7842,0.2318,0.2327,1.0973,1.1015,0.0042
2024,2024-09-02 00:00:00+00:00,APA,MID,Team Liquid,-3.888768699999998,16.7808,17.8081,0.2385,0.2361,-0.9274,-0.9181,0.0093
2024,2024-09-02 00:00:00+00:00,Busio,SUP,FlyQuest,-1.8598458999999994,13.6035,14.1613,0.1877,0.1865,-0.3491,-0.3468,0.0022
2024,2024-09-02 00:00:00+00:00,Bwipo,TOP,FlyQuest,-1.8598458999999994,13.472,13.6613,0.1859,0.1799,-0.3457,-0.3346,0.0111
2024,2024-09-02 00:00:00+00:00,CoreJJ,SUP,Team Liquid,-3.888768699999998,14.1633,15.0373,0.2013,0.1994,-0.7828,-0.7753,0.0075
2024,2024-09-02 00:00:00+00:00,Eyla,SUP,100 Thieves,-1.3526151999999982,14.72,14.819,0.1991,0.2013,-0.2693,-0.2723,-0.003
2024,2024-09-02 00:00:00+00:00,Impact,TOP,Team Liquid,-3.888768699999998,12.7622,13.6171,0.1814,0.1805,-0.7053,-0.7021,0.0033
2024,2024-09-02 00:00:00+00:00,Inspired,JGL,FlyQuest,-1.8598458999999994,11.8949,12.8119,0.1641,0.1687,-0.3052,-0.3138,-0.0085
2024,2024-09-02 00:00:00+00:00,Massu,BOT,FlyQuest,-1.8598458999999994,15.9822,16.6596,0.2205,0.2194,-0.4101,-0.408,0.0021
2024,2024-09-02 00:00:00+00:00,Quad,MID,FlyQuest,-1.8598458999999994,17.5244,18.6435,0.2418,0.2455,-0.4497,-0.4566,-0.0069
2024,2024-09-02 00:00:00+00:00,Quid,MID,100 Thieves,-1.3526151999999982,15.6765,15.9241,0.212,0.2163,-0.2868,-0.2926,-0.0058
2024,2024-09-02 00:00:00+00:00,River,JGL,100 Thieves,-1.3526151999999982,12.5081,12.3449,0.1692,0.1677,-0.2288,-0.2268,0.002
2024,2024-09-02 00:00:00+00:00,Sniper,TOP,100 Thieves,-1.3526151999999982,13.9266,13.3709,0.1884,0.1816,-0.2548,-0.2457,0.0091
2024,2024-09-02 00:00:00+00:00,Tomo,BOT,100 Thieves,-1.3526151999999982,17.1072,17.1644,0.2314,0.2331,-0.313,-0.3153,-0.0024
2024,2024-09-02 00:00:00+00:00,UmTi,JGL,Team Liquid,-3.888768699999998,11.4975,12.5037,0.1634,0.1658,-0.6354,-0.6447,-0.0092
2024,2024-09-02 00:00:00+00:00,Yeon,BOT,Team Liquid,-3.888768699999998,15.1598,16.4604,0.2154,0.2182,-0.8378,-0.8486,-0.0108
2025,2025-01-20 00:00:00+00:00,APA,MID,Team Liquid,0.0,15.3125,16.229,0.221,0.2282,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Abbedagge,MID,Disguised,0.0,15.3098,14.5332,0.2265,0.2217,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Blaber,JGL,Cloud9,0.0,11.1664,10.8625,0.1684,0.1632,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Busio,SUP,FlyQuest,5.072307,14.0963,14.394,0.1955,0.1939,0.9916,0.9834,-0.0082
2025,2025-01-20 00:00:00+00:00,Bvoy,BOT,Shopify Rebellion,1.3526152000000011,14.7968,14.7923,0.2117,0.2132,0.2864,0.2884,0.002
2025,2025-01-20 00:00:00+00:00,Bwipo,TOP,FlyQuest,5.072307,13.5071,13.7459,0.1873,0.1851,0.9502,0.9391,-0.0111
2025,2025-01-20 00:00:00+00:00,Castle,TOP,Disguised,0.0,12.4067,11.7857,0.1836,0.1798,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Contractz,JGL,Shopify Rebellion,1.3526152000000011,12.3111,12.1623,0.1762,0.1753,0.2383,0.2371,-0.0011
2025,2025-01-20 00:00:00+00:00,CoreJJ,SUP,Team Liquid,0.0,13.6568,14.1808,0.1971,0.1994,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Eyla,SUP,100 Thieves,0.0,13.894,13.9808,0.201,0.2067,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,FBI,BOT,100 Thieves,0.0,16.0965,15.7276,0.2329,0.2325,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Fudge,TOP,Shopify Rebellion,1.3526152000000011,12.8718,13.327,0.1842,0.1921,0.2491,0.2598,0.0107
2025,2025-01-20 00:00:00+00:00,Hena,BOT,LYON,0.0,14.0317,14.053,0.2184,0.219,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Impact,TOP,Team Liquid,0.0,13.6013,13.6017,0.1963,0.1912,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Inspired,JGL,FlyQuest,5.072307,12.9359,13.1451,0.1794,0.177,0.91,0.898,-0.0119
2025,2025-01-20 00:00:00+00:00,Isles,SUP,Dignitas,0.0,13.6149,12.9878,0.2056,0.2002,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Keine,MID,Dignitas,0.0,14.177,14.2932,0.2141,0.2204,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Licorice,TOP,LYON,0.0,13.6756,13.4418,0.2129,0.2095,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Lira,JGL,Dignitas,0.0,10.2501,10.2033,0.1548,0.1573,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Loki,MID,Cloud9,0.0,14.1514,14.2551,0.2134,0.2142,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Lyonz,SUP,LYON,0.0,12.0712,12.1205,0.1879,0.1889,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Massu,BOT,FlyQuest,5.072307,15.5086,16.2123,0.2151,0.2184,1.0909,1.1076,0.0166
2025,2025-01-20 00:00:00+00:00,Oddie,JGL,LYON,0.0,10.319,10.3022,0.1606,0.1605,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Palafox,MID,Shopify Rebellion,1.3526152000000011,16.7803,16.1467,0.2401,0.2327,0.3248,0.3148,-0.01
2025,2025-01-20 00:00:00+00:00,Quad,MID,FlyQuest,5.072307,16.0586,16.7489,0.2227,0.2256,1.1296,1.1442,0.0146
2025,2025-01-20 00:00:00+00:00,Quid,MID,100 Thieves,0.0,14.314,14.3154,0.2071,0.2116,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,River,JGL,100 Thieves,0.0,11.4886,11.3807,0.1662,0.1682,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Saint,MID,LYON,0.0,14.1514,14.2551,0.2203,0.2221,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,ScaryJerry,BOT,Disguised,0.0,14.0192,14.0387,0.2074,0.2141,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Sniper,TOP,100 Thieves,0.0,13.3165,12.2413,0.1927,0.181,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Srtty,TOP,Dignitas,0.0,11.8237,11.521,0.1786,0.1776,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Thanatos,TOP,Cloud9,0.0,13.0696,13.0138,0.1971,0.1956,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Tomo,BOT,Dignitas,0.0,16.3434,15.8533,0.2468,0.2444,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,UmTi,JGL,Team Liquid,0.0,11.0072,11.195,0.1589,0.1574,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Vulcan,SUP,Cloud9,0.0,12.8601,13.3046,0.194,0.1999,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Yeon,BOT,Team Liquid,0.0,15.7006,15.9169,0.2266,0.2238,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,Zeyzal,SUP,Shopify Rebellion,1.3526152000000011,13.1295,12.9493,0.1879,0.1867,0.2541,0.2525,-0.0016
2025,2025-01-20 00:00:00+00:00,Zven,BOT,Cloud9,0.0,15.056,15.1106,0.2271,0.2271,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,eXyu,JGL,Disguised,0.0,11.1097,10.9878,0.1644,0.1676,0.0,0.0,0.0
2025,2025-01-20 00:00:00+00:00,huhi,SUP,Disguised,0.0,14.7354,14.2134,0.218,0.2168,0.0,0.0,0.0
2025,2025-01-27 00:00:00+00:00,APA,MID,Team Liquid,4.0578456,16.0547,16.9663,0.222,0.2301,0.9007,0.9335,0.0328
2025,2025-01-27 00:00:00+00:00,Abbedagge,MID,Disguised,4.0578456,13.5101,13.9978,0.2121,0.2254,0.8608,0.9147,0.0539
2025,2025-01-27 00:00:00+00:00,Bvoy,BOT,Shopify Rebellion,-2.705230399999999,14.2807,14.3104,0.2124,0.215,-0.5747,-0.5817,-0.007
2025,2025-01-27 00:00:00+00:00,Castle,TOP,Disguised,4.0578456,13.1559,12.4433,0.2066,0.2004,0.8382,0.8131,-0.0251
2025,2025-01-27 00:00:00+00:00,Contractz,JGL,Shopify Rebellion,-2.705230399999999,11.6789,11.3112,0.1737,0.17,-0.47,-0.4598,0.0102
2025,2025-01-27 00:00:00+00:00,CoreJJ,SUP,Team Liquid,4.0578456,14.648,15.1684,0.2025,0.2057,0.8218,0.8346,0.0128
2025,2025-01-27 00:00:00+00:00,Eyla,SUP,100 Thieves,0.6763076000000006,13.4883,14.2628,0.1955,0.2025,0.1322,0.137,0.0048
2025,2025-01-27 00:00:00+00:00,FBI,BOT,100 Thieves,0.6763076000000006,16.6905,16.3983,0.2419,0.2329,0.1636,0.1575,-0.0061
2025,2025-01-27 00:00:00+00:00,Fudge,TOP,Shopify Rebellion,-2.705230399999999,12.458,12.7571,0.1853,0.1917,-0.5014,-0.5186,-0.0172
2025,2025-01-27 00:00:00+00:00,Hena,BOT,LYON,-0.1690768999999994,14.2301,14.0675,0.2312,0.2374,-0.0391,-0.0401,-0.001
2025,2025-01-27 00:00:00+00:00,Impact,TOP,Team Liquid,4.0578456,14.2023,14.0287,0.1964,0.1902,0.7968,0.7719,-0.0249
2025,2025-01-27 00:00:00+00:00,Isles,SUP,Dignitas,0.6763076000000006,13.2072,12.5091,0.2059,0.1996,0.1392,0.135,-0.0042
2025,2025-01-27 00:00:00+00:00,Keine,MID,Dignitas,0.6763076000000006,12.2259,10.9329,0.1906,0.1745,0.1289,0.118,-0.0109
2025,2025-01-27 00:00:00+00:00,Licorice,TOP,LYON,-0.1690768999999994,13.2153,12.944,0.2147,0.2184,-0.0363,-0.0369,-0.0006
2025,2025-01-27 00:00:00+00:00,Lyonz,SUP,LYON,-0.1690768999999994,11.7715,11.455,0.1912,0.1933,-0.0323,-0.0327,-0.0003
2025,2025-01-27 00:00:00+00:00,Oddie,JGL,LYON,-0.1690768999999994,8.8334,7.6654,0.1435,0.1293,-0.0243,-0.0219,0.0024
