year,prediction_period,player,role,team,team_fe_delta,s30_base_pred,s30_cand_pred,s30_base_share,s30_cand_share,fe_base_delta,fe_cand_delta,fe_share_diff
2024,2024-03-04 00:00:00+00:00,Berserker,BOT,Cloud9,-3.381537999999997,16.193,16.2497,0.2296,0.2255,-0.7763,-0.7625,0.0138
2024,2024-03-04 00:00:00+00:00,Blaber,JGL,Cloud9,-3.381537999999997,12.1604,12.5112,0.1724,0.1736,-0.583,-0.5871,-0.0041
2024,2024-03-04 00:00:00+00:00,Bugi,JGL,Shopify Rebellion,1.8598458999999994,12.3145,11.9173,0.1768,0.1709,0.3288,0.3179,-0.0109
2024,2024-03-04 00:00:00+00:00,Busio,SUP,FlyQuest,-0.5072306999999981,14.0427,14.7363,0.1971,0.2042,-0.1,-0.1036,-0.0036
2024,2024-03-04 00:00:00+00:00,Bvoy,BOT,Shopify Rebellion,1.8598458999999994,15.8284,16.0666,0.2272,0.2304,0.4226,0.4286,0.0059
2024,2024-03-04 00:00:00+00:00,Bwipo,TOP,FlyQuest,-0.5072306999999981,13.7954,13.9112,0.1937,0.1928,-0.0982,-0.0978,0.0004
2024,2024-03-04 00:00:00+00:00,Castle,TOP,Immortals,1.3526152000000011,12.9987,12.2168,0.1932,0.1825,0.2614,0.2468,-0.0146
2024,2024-03-04 00:00:00+00:00,Contractz,JGL,NRG,0.1690768999999994,11.8285,12.3151,0.1735,0.1737,0.0293,0.0294,0.0
2024,2024-03-04 00:00:00+00:00,CoreJJ,SUP,Team Liquid,-2.705230399999999,14.0988,14.1875,0.1983,0.2017,-0.5366,-0.5457,-0.0091
2024,2024-03-04 00:00:00+00:00,Dhokla,TOP,NRG,0.1690768999999994,13.1082,13.3343,0.1923,0.1881,0.0325,0.0318,-0.0007
2024,2024-03-04 00:00:00+00:00,Dove,MID,Dignitas,-1.6907689999999969,15.6115,15.4079,0.2214,0.2177,-0.3744,-0.368,0.0064
2024,2024-03-04 00:00:00+00:00,Eyla,SUP,100 Thieves,6.9321529000000055,14.58,14.4648,0.2007,0.2028,1.3912,1.4056,0.0144
2024,2024-03-04 00:00:00+00:00,FBI,BOT,NRG,0.1690768999999994,15.4884,16.2347,0.2272,0.229,0.0384,0.0387,0.0003
2024,2024-03-04 00:00:00+00:00,FakeGod,TOP,Shopify Rebellion,1.8598458999999994,12.4635,12.3102,0.1789,0.1766,0.3328,0.3284,-0.0044
2024,2024-03-04 00:00:00+00:00,Fudge,TOP,Cloud9,-3.381537999999997,13.3002,13.6942,0.1886,0.19,-0.6376,-0.6426,-0.005
2024,2024-03-04 00:00:00+00:00,Impact,TOP,Team Liquid,-2.705230399999999,14.4703,14.4591,0.2036,0.2056,-0.5507,-0.5561,-0.0054
2024,2024-03-04 00:00:00+00:00,Insanity,MID,Shopify Rebellion,1.8598458999999994,14.9671,15.0787,0.2149,0.2163,0.3996,0.4022,0.0026
2024,2024-03-04 00:00:00+00:00,Inspired,JGL,FlyQuest,-0.5072306999999981,12.4424,12.7471,0.1747,0.1767,-0.0886,-0.0896,-0.001
2024,2024-03-04 00:00:00+00:00,Isles,SUP,Dignitas,-1.6907689999999969,14.0529,14.6722,0.1993,0.2073,-0.337,-0.3504,-0.0134
2024,2024-03-04 00:00:00+00:00,Jensen,MID,FlyQuest,-0.5072306999999981,16.5037,16.1538,0.2317,0.2239,-0.1175,-0.1136,0.004
2024,2024-03-04 00:00:00+00:00,Jojopyun,MID,Cloud9,-3.381537999999997,15.1632,15.5261,0.215,0.2154,-0.7269,-0.7285,-0.0016
2024,2024-03-04 00:00:00+00:00,Mask,MID,Immortals,1.3526152000000011,14.9279,15.2952,0.2219,0.2284,0.3002,0.309,0.0088
2024,2024-03-04 00:00:00+00:00,Massu,BOT,FlyQuest,-0.5072306999999981,14.4491,14.6076,0.2028,0.2024,-0.1029,-0.1027,0.0002
2024,2024-03-04 00:00:00+00:00,Meech,BOT,100 Thieves,6.9321529000000055,16.7385,16.1928,0.2304,0.227,1.5972,1.5735,-0.0237
2024,2024-03-04 00:00:00+00:00,Olleh,SUP,Immortals,1.3526152000000011,12.6575,12.859,0.1882,0.1921,0.2545,0.2598,0.0053
2024,2024-03-04 00:00:00+00:00,Palafox,MID,NRG,0.1690768999999994,14.8039,14.8961,0.2172,0.2101,0.0367,0.0355,-0.0012
2024,2024-03-04 00:00:00+00:00,Quid,MID,100 Thieves,6.9321529000000055,16.2815,16.0955,0.2241,0.2256,1.5536,1.5641,0.0105
2024,2024-03-04 00:00:00+00:00,Rich,TOP,Dignitas,-1.6907689999999969,13.7267,13.7886,0.1947,0.1948,-0.3292,-0.3293,-0.0001
2024,2024-03-04 00:00:00+00:00,River,JGL,100 Thieves,6.9321529000000055,11.9496,12.0049,0.1645,0.1683,1.1403,1.1666,0.0263
2024,2024-03-04 00:00:00+00:00,Sniper,TOP,100 Thieves,6.9321529000000055,13.0981,12.5799,0.1803,0.1763,1.2498,1.2224,-0.0274
2024,2024-03-04 00:00:00+00:00,Tactical,BOT,Immortals,1.3526152000000011,14.686,14.9054,0.2183,0.2226,0.2953,0.3011,0.0058
2024,2024-03-04 00:00:00+00:00,Tomo,BOT,Dignitas,-1.6907689999999969,15.5489,15.4428,0.2206,0.2181,-0.3729,-0.3688,0.0041
2024,2024-03-04 00:00:00+00:00,UmTi,JGL,Team Liquid,-2.705230399999999,11.5169,11.0832,0.162,0.1576,-0.4383,-0.4263,0.012
2024,2024-03-04 00:00:00+00:00,Vulcan,SUP,Cloud9,-3.381537999999997,13.7201,14.0832,0.1945,0.1954,-0.6577,-0.6608,-0.0031
2024,2024-03-04 00:00:00+00:00,Yeon,BOT,Team Liquid,-2.705230399999999,15.4461,15.5162,0.2173,0.2206,-0.5879,-0.5968,-0.0089
2024,2024-03-04 00:00:00+00:00,Zeyzal,SUP,Shopify Rebellion,1.8598458999999994,14.0796,14.3509,0.2021,0.2058,0.3759,0.3828,0.0069
2024,2024-03-04 00:00:00+00:00,eXyu,JGL,Dignitas,-1.6907689999999969,11.56,11.4788,0.164,0.1622,-0.2772,-0.2742,0.0031
2024,2024-03-04 00:00:00+00:00,huhi,SUP,NRG,0.1690768999999994,12.9371,14.12,0.1898,0.1992,0.0321,0.0337,0.0016
2024,2024-03-11 00:00:00+00:00,APA,MID,Team Liquid,1.3526151999999982,15.8445,15.9158,0.2235,0.2227,0.3023,0.3013,-0.001
2024,2024-03-11 00:00:00+00:00,Berserker,BOT,Cloud9,0.3381538000000018,15.7148,16.177,0.2207,0.2239,0.0746,0.0757,0.0011
2024,2024-03-11 00:00:00+00:00,Blaber,JGL,Cloud9,0.3381538000000018,12.607,12.5723,0.1771,0.174,0.0599,0.0588,-0.001
2024,2024-03-11 00:00:00+00:00,Busio,SUP,FlyQuest,1.5216921000000005,14.3436,14.9522,0.2012,0.2049,0.3061,0.3118,0.0057
2024,2024-03-11 00:00:00+00:00,Bwipo,TOP,FlyQuest,1.5216921000000005,13.3509,13.605,0.1872,0.1865,0.2849,0.2837,-0.0012
2024,2024-03-11 00:00:00+00:00,Contractz,JGL,NRG,1.0144613999999994,11.2768,11.2419,0.1682,0.1702,0.1706,0.1726,0.002
2024,2024-03-11 00:00:00+00:00,CoreJJ,SUP,Team Liquid,1.3526151999999982,13.5984,13.9967,0.1918,0.1959,0.2594,0.2649,0.0055
2024,2024-03-11 00:00:00+00:00,Dhokla,TOP,NRG,1.0144613999999994,13.227,12.6847,0.1973,0.192,0.2001,0.1948,-0.0054
2024,2024-03-11 00:00:00+00:00,Dove,MID,Dignitas,6.255845299999995,15.2153,15.178,0.2103,0.2083,1.3158,1.3029,-0.0129
2024,2024-03-11 00:00:00+00:00,Eyla,SUP,100 Thieves,1.0144613999999994,14.0996,14.6116,0.1944,0.1985,0.1972,0.2014,0.0042
2024,2024-03-11 00:00:00+00:00,FBI,BOT,NRG,1.0144613999999994,15.3313,15.2365,0.2287,0.2306,0.232,0.2339,0.002
2024,2024-03-11 00:00:00+00:00,Fudge,TOP,Cloud9,0.3381538000000018,13.6129,13.7972,0.1912,0.1909,0.0647,0.0646,-0.0001
2024,2024-03-11 00:00:00+00:00,Impact,TOP,Team Liquid,1.3526151999999982,14.2375,14.139,0.2008,0.1979,0.2716,0.2676,-0.004
2024,2024-03-11 00:00:00+00:00,Inspired,JGL,FlyQuest,1.5216921000000005,12.2665,12.6817,0.172,0.1738,0.2618,0.2645,0.0027
2024,2024-03-11 00:00:00+00:00,Isles,SUP,Dignitas,6.255845299999995,14.3039,14.7739,0.1977,0.2027,1.237,1.2682,0.0312
2024,2024-03-11 00:00:00+00:00,Jensen,MID,FlyQuest,1.5216921000000005,15.7739,16.1413,0.2212,0.2212,0.3366,0.3366,-0.0
2024,2024-03-11 00:00:00+00:00,Jojopyun,MID,Cloud9,0.3381538000000018,15.9469,15.6618,0.224,0.2168,0.0757,0.0733,-0.0024
2024,2024-03-11 00:00:00+00:00,Massu,BOT,FlyQuest,1.5216921000000005,15.5725,15.5879,0.2184,0.2136,0.3323,0.3251,-0.0072
2024,2024-03-11 00:00:00+00:00,Meech,BOT,100 Thieves,1.0144613999999994,15.9148,16.2988,0.2195,0.2215,0.2226,0.2247,0.002
2024,2024-03-11 00:00:00+00:00,Palafox,MID,NRG,1.0144613999999994,14.6654,14.3354,0.2187,0.217,0.2219,0.2201,-0.0018
2024,2024-03-11 00:00:00+00:00,Quid,MID,100 Thieves,1.0144613999999994,16.0517,16.0424,0.2213,0.218,0.2245,0.2211,-0.0034
2024,2024-03-11 00:00:00+00:00,Rich,TOP,Dignitas,6.255845299999995,14.2465,14.1825,0.1969,0.1946,1.232,1.2174,-0.0146
2024,2024-03-11 00:00:00+00:00,River,JGL,100 Thieves,1.0144613999999994,12.2106,12.2338,0.1684,0.1662,0.1708,0.1686,-0.0022
2024,2024-03-11 00:00:00+00:00,Sniper,TOP,100 Thieves,1.0144613999999994,14.2408,14.4109,0.1964,0.1958,0.1992,0.1986,-0.0006
2024,2024-03-11 00:00:00+00:00,Tomo,BOT,Dignitas,6.255845299999995,17.1524,17.3209,0.2371,0.2377,1.4833,1.4868,0.0035
2024,2024-03-11 00:00:00+00:00,UmTi,JGL,Team Liquid,1.3526151999999982,11.648,11.5371,0.1643,0.1615,0.2222,0.2184,-0.0038
2024,2024-03-11 00:00:00+00:00,Vulcan,SUP,Cloud9,0.3381538000000018,13.3169,14.0486,0.187,0.1944,0.0632,0.0657,0.0025
2024,2024-03-11 00:00:00+00:00,Yeon,BOT,Team Liquid,1.3526151999999982,15.5675,15.8679,0.2196,0.2221,0.297,0.3004,0.0034
2024,2024-03-11 00:00:00+00:00,eXyu,JGL,Dignitas,6.255845299999995,11.4211,11.4237,0.1579,0.1567,0.9877,0.9806,-0.0071
2024,2024-03-11 00:00:00+00:00,huhi,SUP,NRG,1.0144613999999994,12.5454,12.5715,0.1871,0.1903,0.1898,0.193,0.0032
2024,2024-03-18 00:00:00+00:00,APA,MID,Team Liquid,3.043384199999998,16.9612,17.0414,0.2235,0.2193,0.6803,0.6674,-0.0129
2024,2024-03-18 00:00:00+00:00,Berserker,BOT,Cloud9,9.299229500000003,16.2938,16.5902,0.2219,0.2192,2.0631,2.0382,-0.0249
2024,2024-03-18 00:00:00+00:00,Blaber,JGL,Cloud9,9.299229500000003,12.3938,12.9151,0.1688,0.1706,1.5693,1.5867,0.0174
2024,2024-03-18 00:00:00+00:00,Busio,SUP,FlyQuest,4.734153199999998,14.0141,14.4632,0.1889,0.1929,0.8941,0.9134,0.0193
2024,2024-03-18 00:00:00+00:00,Bwipo,TOP,FlyQuest,4.734153199999998,13.8222,13.7725,0.1863,0.1837,0.8819,0.8697,-0.0121
2024,2024-03-18 00:00:00+00:00,CoreJJ,SUP,Team Liquid,3.043384199999998,15.4661,15.741,0.2038,0.2026,0.6203,0.6165,-0.0038
2024,2024-03-18 00:00:00+00:00,Eyla,SUP,100 Thieves,2.5361535,14.3198,14.539,0.1967,0.2005,0.4988,0.5084,0.0096
2024,2024-03-18 00:00:00+00:00,Fudge,TOP,Cloud9,9.299229500000003,14.76,15.0865,0.201,0.1993,1.8689,1.8535,-0.0154
2024,2024-03-18 00:00:00+00:00,Impact,TOP,Team Liquid,3.043384199999998,14.0297,14.6349,0.1849,0.1883,0.5627,0.5732,0.0105
2024,2024-03-18 00:00:00+00:00,Inspired,JGL,FlyQuest,4.734153199999998,12.6141,13.1228,0.17,0.175,0.8048,0.8287,0.0239
2024,2024-03-18 00:00:00+00:00,Jensen,MID,FlyQuest,4.734153199999998,16.6364,16.6345,0.2242,0.2219,1.0614,1.0505,-0.0109
2024,2024-03-18 00:00:00+00:00,Jojopyun,MID,Cloud9,9.299229500000003,15.607,16.2938,0.2125,0.2153,1.9761,2.0018,0.0257
2024,2024-03-18 00:00:00+00:00,Massu,BOT,FlyQuest,4.734153199999998,17.1154,16.9731,0.2307,0.2264,1.092,1.0719,-0.0201
2024,2024-03-18 00:00:00+00:00,Meech,BOT,100 Thieves,2.5361535,14.6519,14.4416,0.2013,0.1991,0.5104,0.505,-0.0054
2024,2024-03-18 00:00:00+00:00,Quid,MID,100 Thieves,2.5361535,17.9605,18.0177,0.2467,0.2484,0.6257,0.6301,0.0044
2024,2024-03-18 00:00:00+00:00,River,JGL,100 Thieves,2.5361535,12.4822,12.2425,0.1715,0.1688,0.4348,0.4281,-0.0067
2024,2024-03-18 00:00:00+00:00,Sniper,TOP,100 Thieves,2.5361535,13.3884,13.282,0.1839,0.1831,0.4664,0.4645,-0.0019
2024,2024-03-18 00:00:00+00:00,UmTi,JGL,Team Liquid,3.043384199999998,12.7742,13.1178,0.1684,0.1688,0.5124,0.5138,0.0014
2024,2024-03-18 00:00:00+00:00,Vulcan,SUP,Cloud9,9.299229500000003,14.3885,14.8066,0.1959,0.1956,1.8218,1.8191,-0.0028
2024,2024-03-18 00:00:00+00:00,Yeon,BOT,Team Liquid,3.043384199999998,16.6468,17.17,0.2194,0.221,0.6677,0.6725,0.0048
2024,2024-03-25 00:00:00+00:00,APA,MID,Team Liquid,6.5939991000000004,17.6488,17.5754,0.2234,0.2182,1.4728,1.4387,-0.034
2024,2024-03-25 00:00:00+00:00,Berserker,BOT,Cloud9,3.003409076995922e-15,15.6603,15.8636,0.2244,0.2254,0.0,0.0,0.0
2024,2024-03-25 00:00:00+00:00,Blaber,JGL,Cloud9,3.003409076995922e-15,11.6963,11.8034,0.1676,0.1677,0.0,0.0,0.0
2024,2024-03-25 00:00:00+00:00,Busio,SUP,FlyQuest,1.8598458999999994,14.4407,15.2371,0.1949,0.1983,0.3624,0.3688,0.0064
2024,2024-03-25 00:00:00+00:00,Bwipo,TOP,FlyQuest,1.8598458999999994,13.772,13.9214,0.1859,0.1812,0.3457,0.337,-0.0087
2024,2024-03-25 00:00:00+00:00,CoreJJ,SUP,Team Liquid,6.5939991000000004,16.3217,16.8459,0.2066,0.2091,1.362,1.379,0.017
2024,2024-03-25 00:00:00+00:00,Fudge,TOP,Cloud9,3.003409076995922e-15,14.2029,14.3224,0.2035,0.2035,0.0,0.0,0.0
2024,2024-03-25 00:00:00+00:00,Impact,TOP,Team Liquid,6.5939991000000004,14.032,14.3294,0.1776,0.1779,1.171,1.173,0.0021
2024,2024-03-25 00:00:00+00:00,Inspired,JGL,FlyQuest,1.8598458999999994,12.8222,12.996,0.173,0.1691,0.3218,0.3146,-0.0073
2024,2024-03-25 00:00:00+00:00,Jensen,MID,FlyQuest,1.8598458999999994,16.2623,17.4931,0.2195,0.2277,0.4082,0.4234,0.0153
2024,2024-03-25 00:00:00+00:00,Jojopyun,MID,Cloud9,3.003409076995922e-15,14.537,14.4849,0.2083,0.2058,0.0,0.0,-0.0
2024,2024-03-25 00:00:00+00:00,Massu,BOT,FlyQuest,1.8598458999999994,16.8031,17.1886,0.2268,0.2237,0.4217,0.4161,-0.0057
2024,2024-03-25 00:00:00+00:00,UmTi,JGL,Team Liquid,6.5939991000000004,12.7137,12.799,0.1609,0.1589,1.061,1.0477,-0.0132
2024,2024-03-25 00:00:00+00:00,Vulcan,SUP,Cloud9,3.003409076995922e-15,13.6958,13.8933,0.1962,0.1974,0.0,0.0,0.0
2024,2024-03-25 00:00:00+00:00,Yeon,BOT,Team Liquid,6.5939991000000004,18.3014,19.0013,0.2316,0.2359,1.5272,1.5555,0.0282
2024,2024-06-10 00:00:00+00:00,APA,MID,Team Liquid,6.7630760000000025,16.5227,16.9752,0.2232,0.2187,1.5092,1.4794,-0.0299
2024,2024-06-10 00:00:00+00:00,Armao,JGL,Immortals,2.8743073000000017,11.7441,11.8475,0.1737,0.1738,0.4992,0.4995,0.0003
2024,2024-06-10 00:00:00+00:00,Berserker,BOT,Cloud9,5.072307,14.5033,15.0587,0.2259,0.2283,1.1457,1.1578,0.012
2024,2024-06-10 00:00:00+00:00,Blaber,JGL,Cloud9,5.072307,11.0506,11.3044,0.1721,0.1713,0.873,0.8691,-0.0038
2024,2024-06-10 00:00:00+00:00,Busio,SUP,FlyQuest,-4.5650762999999985,12.7896,13.3322,0.1916,0.1949,-0.8746,-0.8897,-0.0151
2024,2024-06-10 00:00:00+00:00,Bvoy,BOT,Shopify Rebellion,3.888768699999998,15.9774,16.1271,0.2312,0.2384,0.8991,0.9271,0.028
2024,2024-06-10 00:00:00+00:00,Bwipo,TOP,FlyQuest,-4.5650762999999985,13.4707,13.459,0.2018,0.1967,-0.9211,-0.8982,0.023
2024,2024-06-10 00:00:00+00:00,Castle,TOP,Immortals,2.8743073000000017,13.0435,13.0804,0.1929,0.1919,0.5544,0.5515,-0.0029
2024,2024-06-10 00:00:00+00:00,Contractz,JGL,NRG,2.705230399999999,11.2777,10.8514,0.1627,0.1625,0.4402,0.4396,-0.0006
2024,2024-06-10 00:00:00+00:00,CoreJJ,SUP,Team Liquid,6.7630760000000025,14.5377,15.6291,0.1963,0.2014,1.3279,1.362,0.0341
2024,2024-06-10 00:00:00+00:00,Dhokla,TOP,NRG,2.705230399999999,13.8091,13.4606,0.1992,0.2016,0.539,0.5453,0.0063
2024,2024-06-10 00:00:00+00:00,Eyla,SUP,100 Thieves,-6.763076,13.4447,13.4673,0.1941,0.1951,-1.3124,-1.3198,-0.0074
2024,2024-06-10 00:00:00+00:00,FBI,BOT,NRG,2.705230399999999,16.241,15.494,0.2343,0.232,0.6339,0.6277,-0.0062
2024,2024-06-10 00:00:00+00:00,FakeGod,TOP,Shopify Rebellion,3.888768699999998,13.4145,13.0056,0.1941,0.1923,0.7549,0.7477,-0.0072
2024,2024-06-10 00:00:00+00:00,Impact,TOP,Team Liquid,6.7630760000000025,13.9378,14.3687,0.1882,0.1852,1.2731,1.2522,-0.0209
2024,2024-06-10 00:00:00+00:00,Insanity,MID,Shopify Rebellion,3.888768699999998,16.4608,15.5847,0.2382,0.2304,0.9263,0.8959,-0.0303
2024,2024-06-10 00:00:00+00:00,Inspired,JGL,FlyQuest,-4.5650762999999985,10.986,11.535,0.1646,0.1686,-0.7512,-0.7698,-0.0185
2024,2024-06-10 00:00:00+00:00,Isles,SUP,Dignitas,3.7196917999999988,13.1646,13.6416,0.1881,0.1906,0.6998,0.7088,0.0091
2024,2024-06-10 00:00:00+00:00,Jensen,MID,Dignitas,3.7196917999999988,14.8217,15.2859,0.2118,0.2135,0.7878,0.7943,0.0064
2024,2024-06-10 00:00:00+00:00,Jojopyun,MID,Cloud9,5.072307,14.3074,14.6563,0.2228,0.2222,1.1302,1.1268,-0.0034
2024,2024-06-10 00:00:00+00:00,Licorice,TOP,Dignitas,3.7196917999999988,13.7515,14.3241,0.1965,0.2001,0.731,0.7443,0.0133
2024,2024-06-10 00:00:00+00:00,Mask,MID,Immortals,2.8743073000000017,14.5407,14.7625,0.215,0.2165,0.618,0.6224,0.0044
2024,2024-06-10 00:00:00+00:00,Massu,BOT,FlyQuest,-4.5650762999999985,15.4818,15.9943,0.2319,0.2338,-1.0586,-1.0674,-0.0087
2024,2024-06-10 00:00:00+00:00,Meech,BOT,100 Thieves,-6.763076,14.9463,14.2578,0.2157,0.2066,-1.459,-1.3972,0.0618
2024,2024-06-10 00:00:00+00:00,Olleh,SUP,Immortals,2.8743073000000017,13.2944,13.5226,0.1966,0.1984,0.5651,0.5701,0.0051
2024,2024-06-10 00:00:00+00:00,Palafox,MID,NRG,2.705230399999999,14.4491,13.9347,0.2085,0.2087,0.5639,0.5645,0.0005
2024,2024-06-10 00:00:00+00:00,Quad,MID,FlyQuest,-4.5650762999999985,14.0318,14.0866,0.2102,0.2059,-0.9595,-0.9401,0.0194
2024,2024-06-10 00:00:00+00:00,Quid,MID,100 Thieves,-6.763076,16.6066,17.1758,0.2397,0.2489,-1.6211,-1.6832,-0.0621
2024,2024-06-10 00:00:00+00:00,River,JGL,100 Thieves,-6.763076,10.9457,10.9446,0.158,0.1586,-1.0685,-1.0725,-0.0041
2024,2024-06-10 00:00:00+00:00,Sniper,TOP,100 Thieves,-6.763076,13.3394,13.167,0.1925,0.1908,-1.3021,-1.2903,0.0118
2024,2024-06-10 00:00:00+00:00,Spica,JGL,Dignitas,3.7196917999999988,12.5574,12.3422,0.1794,0.1724,0.6675,0.6413,-0.0262
2024,2024-06-10 00:00:00+00:00,Tactical,BOT,Immortals,2.8743073000000017,15.001,14.9606,0.2218,0.2194,0.6376,0.6308,-0.0068
2024,2024-06-10 00:00:00+00:00,Thanatos,TOP,Cloud9,5.072307,12.0904,11.9604,0.1883,0.1813,0.9551,0.9196,-0.0355
2024,2024-06-10 00:00:00+00:00,Tomio,JGL,Shopify Rebellion,3.888768699999998,10.2209,10.1152,0.1479,0.1495,0.5751,0.5815,0.0064
2024,2024-06-10 00:00:00+00:00,UmTi,JGL,Team Liquid,6.7630760000000025,12.7911,13.3017,0.1728,0.1714,1.1684,1.1592,-0.0091
2024,2024-06-10 00:00:00+00:00,Vulcan,SUP,Cloud9,5.072307,12.257,12.9941,0.1909,0.197,0.9683,0.999,0.0308
2024,2024-06-10 00:00:00+00:00,Yeon,BOT,Team Liquid,6.7630760000000025,16.2521,17.3294,0.2195,0.2233,1.4845,1.5102,0.0257
2024,2024-06-10 00:00:00+00:00,Zeyzal,SUP,Shopify Rebellion,3.888768699999998,13.0341,12.8123,0.1886,0.1894,0.7334,0.7366,0.0031
2024,2024-06-10 00:00:00+00:00,Zven,BOT,Dignitas,3.7196917999999988,15.6834,15.9919,0.2241,0.2234,0.8336,0.831,-0.0027
2024,2024-06-10 00:00:00+00:00,huhi,SUP,NRG,2.705230399999999,13.5344,13.0387,0.1953,0.1953,0.5283,0.5282,-0.0001
2024,2024-06-17 00:00:00+00:00,APA,MID,Team Liquid,5.241383899999999,16.3028,16.376,0.2277,0.2207,1.1936,1.1569,-0.0366
2024,2024-06-17 00:00:00+00:00,Armao,JGL,Immortals,6.424922199999998,12.5346,12.6454,0.1729,0.1751,1.1107,1.1248,0.014
2024,2024-06-17 00:00:00+00:00,Berserker,BOT,Cloud9,1.8598458999999994,15.8638,16.1045,0.2304,0.2335,0.4285,0.4343,0.0059
2024,2024-06-17 00:00:00+00:00,Blaber,JGL,Cloud9,1.8598458999999994,11.6741,11.8346,0.1695,0.1716,0.3153,0.3192,0.0039
2024,2024-06-17 00:00:00+00:00,Busio,SUP,FlyQuest,2.028922800000002,12.9249,13.6007,0.1946,0.2027,0.3948,0.4114,0.0166
2024,2024-06-17 00:00:00+00:00,Bvoy,BOT,Shopify Rebellion,-1.8598458999999994,15.0337,15.2658,0.2308,0.2381,-0.4293,-0.4428,-0.0136
2024,2024-06-17 00:00:00+00:00,Bwipo,TOP,FlyQuest,2.028922800000002,12.9433,13.1609,0.1949,0.1962,0.3953,0.3981,0.0027
2024,2024-06-17 00:00:00+00:00,Castle,TOP,Immortals,6.424922199999998,13.8638,13.3811,0.1912,0.1852,1.2285,1.1902,-0.0383
2024,2024-06-17 00:00:00+00:00,Contractz,JGL,NRG,4.226922500000003,10.9947,10.6417,0.1674,0.1636,0.7077,0.6915,-0.0163
2024,2024-06-17 00:00:00+00:00,CoreJJ,SUP,Team Liquid,5.241383899999999,13.6785,14.5442,0.1911,0.196,1.0015,1.0275,0.0261
2024,2024-06-17 00:00:00+00:00,Dhokla,TOP,NRG,4.226922500000003,13.2465,12.8438,0.2017,0.1974,0.8527,0.8346,-0.0181
2024,2024-06-17 00:00:00+00:00,Eyla,SUP,100 Thieves,4.395999399999999,14.5215,14.6411,0.1966,0.1993,0.864,0.876,0.012
2024,2024-06-17 00:00:00+00:00,FBI,BOT,NRG,4.226922500000003,14.3268,14.8716,0.2182,0.2286,0.9222,0.9663,0.0441
2024,2024-06-17 00:00:00+00:00,FakeGod,TOP,Shopify Rebellion,-1.8598458999999994,13.501,12.7956,0.2073,0.1996,-0.3855,-0.3712,0.0143
2024,2024-06-17 00:00:00+00:00,Impact,TOP,Team Liquid,5.241383899999999,13.9179,14.3379,0.1944,0.1933,1.019,1.013,-0.006
2024,2024-06-17 00:00:00+00:00,Insanity,MID,Shopify Rebellion,-1.8598458999999994,14.9165,14.6887,0.229,0.2291,-0.4259,-0.4261,-0.0002
2024,2024-06-17 00:00:00+00:00,Inspired,JGL,FlyQuest,2.028922800000002,11.6722,12.1393,0.1757,0.181,0.3565,0.3672,0.0106
2024,2024-06-17 00:00:00+00:00,Isles,SUP,Dignitas,-3.719691800000002,13.3854,13.6401,0.1942,0.1927,-0.7225,-0.7167,0.0058
2024,2024-06-17 00:00:00+00:00,Jensen,MID,Dignitas,-3.719691800000002,15.0039,15.7219,0.2177,0.2221,-0.8099,-0.8261,-0.0163
2024,2024-06-17 00:00:00+00:00,Jojopyun,MID,Cloud9,1.8598458999999994,15.6936,15.2025,0.2279,0.2204,0.4239,0.41,-0.0139
2024,2024-06-17 00:00:00+00:00,Licorice,TOP,Dignitas,-3.719691800000002,13.3834,13.36,0.1942,0.1887,-0.7224,-0.702,0.0204
2024,2024-06-17 00:00:00+00:00,Mask,MID,Immortals,6.424922199999998,15.6504,16.0365,0.2159,0.222,1.3868,1.4264,0.0396
2024,2024-06-17 00:00:00+00:00,Massu,BOT,FlyQuest,2.028922800000002,14.7603,15.0442,0.2222,0.2243,0.4508,0.455,0.0042
2024,2024-06-17 00:00:00+00:00,Meech,BOT,100 Thieves,4.395999399999999,16.1512,15.4688,0.2186,0.2105,0.961,0.9255,-0.0355
2024,2024-06-17 00:00:00+00:00,Olleh,SUP,Immortals,6.424922199999998,13.8847,13.6679,0.1915,0.1892,1.2304,1.2157,-0.0147
2024,2024-06-17 00:00:00+00:00,Palafox,MID,NRG,4.226922500000003,13.9643,13.9201,0.2127,0.214,0.8989,0.9045,0.0056
2024,2024-06-17 00:00:00+00:00,Quad,MID,FlyQuest,2.028922800000002,14.1263,13.1378,0.2127,0.1958,0.4315,0.3974,-0.0341
2024,2024-06-17 00:00:00+00:00,Quid,MID,100 Thieves,4.395999399999999,17.7429,18.384,0.2402,0.2502,1.0557,1.1,0.0443
2024,2024-06-17 00:00:00+00:00,River,JGL,100 Thieves,4.395999399999999,11.6291,11.5549,0.1574,0.1573,0.6919,0.6914,-0.0006
2024,2024-06-17 00:00:00+00:00,Sniper,TOP,100 Thieves,4.395999399999999,13.8371,13.4229,0.1873,0.1827,0.8233,0.8031,-0.0202
2024,2024-06-17 00:00:00+00:00,Spica,JGL,Dignitas,-3.719691800000002,11.4832,12.011,0.1666,0.1697,-0.6198,-0.6311,-0.0113
2024,2024-06-17 00:00:00+00:00,Tactical,BOT,Immortals,6.424922199999998,16.5723,16.5033,0.2286,0.2285,1.4685,1.4679,-0.0006
2024,2024-06-17 00:00:00+00:00,Thanatos,TOP,Cloud9,1.8598458999999994,12.5356,12.2757,0.182,0.178,0.3386,0.3311,-0.0075
