prediction_period,team_id,scheduled_opponents,opponent_count,fixture_ids,validation_status
2024-01-22 00:00:00+00:00,team:dignitas,"[""team:100_thieves"",""team:cloud9""]",2,"[""fixture:0efad8381a0f419710f7"",""fixture:9d821fd8a0fcaa8f9aa1""]",PASS
2024-01-22 00:00:00+00:00,team:flyquest,"[""team:nrg"",""team:team_liquid""]",2,"[""fixture:32de0e1e31cc18d06de2"",""fixture:935845ff988c6188b481""]",PASS
2024-01-22 00:00:00+00:00,team:immortals,"[""team:shopify_rebellion"",""team:team_liquid""]",2,"[""fixture:5a28c047561b14411f65"",""fixture:b9f752bcdee5bea3bd42""]",PASS
2024-01-22 00:00:00+00:00,team:nrg,"[""team:100_thieves"",""team:flyquest""]",2,"[""fixture:32de0e1e31cc18d06de2"",""fixture:57e2fed3de67305dd245""]",PASS
2024-01-22 00:00:00+00:00,team:shopify_rebellion,"[""team:cloud9"",""team:immortals""]",2,"[""fixture:56ba049225becafcdabd"",""fixture:b9f752bcdee5bea3bd42""]",PASS
2024-01-22 00:00:00+00:00,team:team_liquid,"[""team:flyquest"",""team:immortals""]",2,"[""fixture:5a28c047561b14411f65"",""fixture:935845ff988c6188b481""]",PASS
2024-01-29 00:00:00+00:00,team:100_thieves,"[""team:flyquest"",""team:immortals"",""team:shopify_rebellion""]",3,"[""fixture:32733319841a426180da"",""fixture:62b4b1ad5ab5cd97f2e5"",""fixture:9d615e439af6b8be29dd""]",PASS
2024-01-29 00:00:00+00:00,team:cloud9,"[""team:flyquest"",""team:immortals"",""team:team_liquid""]",3,"[""fixture:59983b3be36f58840134"",""fixture:cad14052bf5b985bdd3b"",""fixture:f388aaa9ca4ad6e66e15""]",PASS
2024-01-29 00:00:00+00:00,team:dignitas,"[""team:flyquest"",""team:shopify_rebellion"",""team:team_liquid""]",3,"[""fixture:0818ac32b1360e205bc8"",""fixture:b2556fb0aff046984a0a"",""fixture:bf6778f582355e4fe905""]",PASS
2024-01-29 00:00:00+00:00,team:flyquest,"[""team:100_thieves"",""team:cloud9"",""team:dignitas""]",3,"[""fixture:62b4b1ad5ab5cd97f2e5"",""fixture:bf6778f582355e4fe905"",""fixture:cad14052bf5b985bdd3b""]",PASS
2024-01-29 00:00:00+00:00,team:immortals,"[""team:100_thieves"",""team:cloud9""]",2,"[""fixture:59983b3be36f58840134"",""fixture:9d615e439af6b8be29dd""]",PASS
2024-01-29 00:00:00+00:00,team:nrg,"[""team:shopify_rebellion"",""team:team_liquid""]",2,"[""fixture:439a15a23ba8aa553f8c"",""fixture:916b4e28af9c01a9d23c""]",PASS
2024-01-29 00:00:00+00:00,team:shopify_rebellion,"[""team:100_thieves"",""team:dignitas"",""team:nrg""]",3,"[""fixture:0818ac32b1360e205bc8"",""fixture:32733319841a426180da"",""fixture:916b4e28af9c01a9d23c""]",PASS
2024-01-29 00:00:00+00:00,team:team_liquid,"[""team:cloud9"",""team:dignitas"",""team:nrg""]",3,"[""fixture:439a15a23ba8aa553f8c"",""fixture:b2556fb0aff046984a0a"",""fixture:f388aaa9ca4ad6e66e15""]",PASS
2024-02-05 00:00:00+00:00,team:100_thieves,"[""team:cloud9"",""team:team_liquid""]",2,"[""fixture:79451cc77db30c2eb780"",""fixture:b6d1062b9d75c7249a24""]",PASS
2024-02-05 00:00:00+00:00,team:cloud9,"[""team:100_thieves"",""team:nrg""]",2,"[""fixture:12181165a5b3d20da419"",""fixture:b6d1062b9d75c7249a24""]",PASS
2024-02-05 00:00:00+00:00,team:dignitas,"[""team:immortals"",""team:nrg""]",2,"[""fixture:1ca4a3f4762aa37808c9"",""fixture:a9a7716100f90311197b""]",PASS
2024-02-05 00:00:00+00:00,team:flyquest,"[""team:shopify_rebellion""]",1,"[""fixture:d6e61787c85cdae5dd76""]",PASS
2024-02-05 00:00:00+00:00,team:immortals,"[""team:dignitas"",""team:nrg""]",2,"[""fixture:1ca4a3f4762aa37808c9"",""fixture:61b9debd4d88bee96698""]",PASS
2024-02-05 00:00:00+00:00,team:nrg,"[""team:cloud9"",""team:dignitas"",""team:immortals""]",3,"[""fixture:12181165a5b3d20da419"",""fixture:61b9debd4d88bee96698"",""fixture:a9a7716100f90311197b""]",PASS
2024-02-05 00:00:00+00:00,team:shopify_rebellion,"[""team:flyquest"",""team:team_liquid""]",2,"[""fixture:cbc5bcaf06b6b4df21db"",""fixture:d6e61787c85cdae5dd76""]",PASS
2024-02-05 00:00:00+00:00,team:team_liquid,"[""team:100_thieves"",""team:shopify_rebellion""]",2,"[""fixture:79451cc77db30c2eb780"",""fixture:cbc5bcaf06b6b4df21db""]",PASS
2024-02-12 00:00:00+00:00,team:flyquest,"[""team:immortals""]",1,"[""fixture:d1ffdf6d4a0fb09a8c16""]",PASS
2024-02-12 00:00:00+00:00,team:immortals,"[""team:flyquest""]",1,"[""fixture:d1ffdf6d4a0fb09a8c16""]",PASS
2024-02-26 00:00:00+00:00,team:100_thieves,"[""team:dignitas"",""team:flyquest""]",2,"[""fixture:d9cec3f161be584f2cae"",""fixture:fa807c907b9f71e55914""]",PASS
2024-02-26 00:00:00+00:00,team:cloud9,"[""team:flyquest""]",1,"[""fixture:30a836b8fd85492648ac""]",PASS
2024-02-26 00:00:00+00:00,team:dignitas,"[""team:100_thieves"",""team:shopify_rebellion""]",2,"[""fixture:c3ecac0b476fbfb299ac"",""fixture:d9cec3f161be584f2cae""]",PASS
2024-02-26 00:00:00+00:00,team:flyquest,"[""team:100_thieves"",""team:cloud9""]",2,"[""fixture:30a836b8fd85492648ac"",""fixture:fa807c907b9f71e55914""]",PASS
2024-02-26 00:00:00+00:00,team:immortals,"[""team:nrg"",""team:shopify_rebellion""]",2,"[""fixture:6e4ba601cb8ea04abe5a"",""fixture:7d0797a87e67ad862429""]",PASS
2024-02-26 00:00:00+00:00,team:nrg,"[""team:immortals"",""team:team_liquid""]",2,"[""fixture:696cf68f630d41e6692a"",""fixture:6e4ba601cb8ea04abe5a""]",PASS
2024-02-26 00:00:00+00:00,team:shopify_rebellion,"[""team:dignitas"",""team:immortals""]",2,"[""fixture:7d0797a87e67ad862429"",""fixture:c3ecac0b476fbfb299ac""]",PASS
2024-02-26 00:00:00+00:00,team:team_liquid,"[""team:nrg""]",1,"[""fixture:696cf68f630d41e6692a""]",PASS
2024-03-04 00:00:00+00:00,team:100_thieves,"[""team:immortals"",""team:nrg"",""team:shopify_rebellion""]",3,"[""fixture:8a4adccc33093a7d97c7"",""fixture:9b3e44b6ffdb1d3cf3ea"",""fixture:c910dd812d673806b1c3""]",PASS
2024-03-04 00:00:00+00:00,team:cloud9,"[""team:dignitas"",""team:immortals"",""team:shopify_rebellion"",""team:team_liquid""]",4,"[""fixture:0c6031979775be9f092d"",""fixture:e9a40344a2ab5da5e657"",""fixture:ecf03d6744da69123ed0"",""fixture:fc46aa412a4aeefd30ec""]",PASS
2024-03-04 00:00:00+00:00,team:dignitas,"[""team:cloud9"",""team:flyquest"",""team:team_liquid""]",3,"[""fixture:32effec5a44995237a57"",""fixture:c294e6b19dc95c26765b"",""fixture:e9a40344a2ab5da5e657""]",PASS
2024-03-04 00:00:00+00:00,team:flyquest,"[""team:dignitas"",""team:nrg"",""team:team_liquid""]",3,"[""fixture:2300777e2caa2b309fe6"",""fixture:35dc635d93e379f63e17"",""fixture:c294e6b19dc95c26765b""]",PASS
2024-03-04 00:00:00+00:00,team:immortals,"[""team:100_thieves"",""team:cloud9"",""team:team_liquid""]",3,"[""fixture:0c6031979775be9f092d"",""fixture:a3794781f04f07e939eb"",""fixture:c910dd812d673806b1c3""]",PASS
2024-03-04 00:00:00+00:00,team:nrg,"[""team:100_thieves"",""team:flyquest"",""team:shopify_rebellion""]",3,"[""fixture:2300777e2caa2b309fe6"",""fixture:8a4adccc33093a7d97c7"",""fixture:e3af86867345a1eeb2d2""]",PASS
2024-03-04 00:00:00+00:00,team:shopify_rebellion,"[""team:100_thieves"",""team:cloud9"",""team:nrg""]",3,"[""fixture:9b3e44b6ffdb1d3cf3ea"",""fixture:e3af86867345a1eeb2d2"",""fixture:fc46aa412a4aeefd30ec""]",PASS
2024-03-04 00:00:00+00:00,team:team_liquid,"[""team:cloud9"",""team:dignitas"",""team:flyquest"",""team:immortals""]",4,"[""fixture:32effec5a44995237a57"",""fixture:35dc635d93e379f63e17"",""fixture:a3794781f04f07e939eb"",""fixture:ecf03d6744da69123ed0""]",PASS
2024-03-11 00:00:00+00:00,team:100_thieves,"[""team:cloud9"",""team:nrg""]",2,"[""fixture:4804ed218bfc8b0e6a94"",""fixture:76c338afae77b5426e3b""]",PASS
2024-03-11 00:00:00+00:00,team:cloud9,"[""team:100_thieves""]",1,"[""fixture:4804ed218bfc8b0e6a94""]",PASS
2024-03-11 00:00:00+00:00,team:dignitas,"[""team:team_liquid""]",1,"[""fixture:d7e5b33c44f4c6cf9b2c""]",PASS
2024-03-11 00:00:00+00:00,team:flyquest,"[""team:team_liquid""]",1,"[""fixture:44800e4b0462cb0fa6ba""]",PASS
2024-03-11 00:00:00+00:00,team:nrg,"[""team:100_thieves""]",1,"[""fixture:76c338afae77b5426e3b""]",PASS
2024-03-11 00:00:00+00:00,team:team_liquid,"[""team:dignitas"",""team:flyquest""]",2,"[""fixture:44800e4b0462cb0fa6ba"",""fixture:d7e5b33c44f4c6cf9b2c""]",PASS
2024-03-18 00:00:00+00:00,team:100_thieves,"[""team:team_liquid""]",1,"[""fixture:79441b6922a3dbcfe565""]",PASS
2024-03-18 00:00:00+00:00,team:cloud9,"[""team:flyquest""]",1,"[""fixture:8745d047b6f61aa5720f""]",PASS
2024-03-18 00:00:00+00:00,team:flyquest,"[""team:cloud9""]",1,"[""fixture:8745d047b6f61aa5720f""]",PASS
2024-03-18 00:00:00+00:00,team:team_liquid,"[""team:100_thieves""]",1,"[""fixture:79441b6922a3dbcfe565""]",PASS
2024-03-25 00:00:00+00:00,team:cloud9,"[""team:team_liquid""]",1,"[""fixture:c3f1ed90302a05e6368c""]",PASS
