prediction_period,season,scheduled_start_utc,team_a_source,team_b_source,team_a_id,team_b_id,best_of,source_type,source_name,source_url,provenance_class,fixed_before_prediction,schedule_change_flag,validation_status,fixture_id
2024-03-04 00:00:00+00:00,2024,2024-03-10T20:00:00Z,Team Liquid,Immortals,team:team_liquid,team:immortals,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:a3794781f04f07e939eb
2024-03-04 00:00:00+00:00,2024,2024-03-10T21:00:00Z,NRG,100 Thieves,team:nrg,team:100_thieves,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:8a4adccc33093a7d97c7
2024-03-04 00:00:00+00:00,2024,2024-03-10T22:00:00Z,Cloud9,Shopify Rebellion,team:cloud9,team:shopify_rebellion,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:fc46aa412a4aeefd30ec
2024-03-04 00:00:00+00:00,2024,2024-03-10T23:00:00Z,FlyQuest,Dignitas,team:flyquest,team:dignitas,1,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:c294e6b19dc95c26765b
2024-03-11 00:00:00+00:00,2024,2024-03-14T20:00:00Z,100 Thieves,Cloud9,team:100_thieves,team:cloud9,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Playoffs Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Playoffs,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:4804ed218bfc8b0e6a94
2024-03-11 00:00:00+00:00,2024,2024-03-15T20:00:00Z,FlyQuest,Team Liquid,team:flyquest,team:team_liquid,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Playoffs Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Playoffs,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:44800e4b0462cb0fa6ba
2024-03-11 00:00:00+00:00,2024,2024-03-16T20:00:00Z,100 Thieves,NRG,team:100_thieves,team:nrg,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Playoffs Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Playoffs,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:76c338afae77b5426e3b
2024-03-11 00:00:00+00:00,2024,2024-03-17T20:00:00Z,Team Liquid,Dignitas,team:team_liquid,team:dignitas,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Playoffs Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Playoffs,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:d7e5b33c44f4c6cf9b2c
2024-03-18 00:00:00+00:00,2024,2024-03-22T20:00:00Z,100 Thieves,Team Liquid,team:100_thieves,team:team_liquid,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Playoffs Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Playoffs,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:79441b6922a3dbcfe565
2024-03-18 00:00:00+00:00,2024,2024-03-23T20:00:00Z,FlyQuest,Cloud9,team:flyquest,team:cloud9,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Playoffs Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Playoffs,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:8745d047b6f61aa5720f
2024-03-25 00:00:00+00:00,2024,2024-03-30T20:00:00Z,Cloud9,Team Liquid,team:cloud9,team:team_liquid,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Playoffs Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Playoffs,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:c3f1ed90302a05e6368c
2024-03-25 00:00:00+00:00,2024,2024-03-31T20:00:00Z,FlyQuest,Team Liquid,team:flyquest,team:team_liquid,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Spring Playoffs Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Spring_Playoffs,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:94dcea61ef71ec58648d
2024-06-10 00:00:00+00:00,2024,2024-06-15T20:00:00Z,Team Liquid,FlyQuest,team:team_liquid,team:flyquest,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:2452a2d4f8e4dd17509f
2024-06-10 00:00:00+00:00,2024,2024-06-15T23:00:00Z,Cloud9,Dignitas,team:cloud9,team:dignitas,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:5a75332ad23e8e7b3f13
2024-06-10 00:00:00+00:00,2024,2024-06-16T20:00:00Z,100 Thieves,NRG,team:100_thieves,team:nrg,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:8e683257aa99cb259efa
2024-06-10 00:00:00+00:00,2024,2024-06-16T23:00:00Z,Immortals,Shopify Rebellion,team:immortals,team:shopify_rebellion,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:8a734bfd9a83afa2da74
2024-06-17 00:00:00+00:00,2024,2024-06-22T20:00:00Z,Immortals,Cloud9,team:immortals,team:cloud9,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:7faccce12bb4b384c344
2024-06-17 00:00:00+00:00,2024,2024-06-22T23:00:00Z,100 Thieves,Dignitas,team:100_thieves,team:dignitas,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:27ece29e793ef0fff424
2024-06-17 00:00:00+00:00,2024,2024-06-23T20:00:00Z,FlyQuest,NRG,team:flyquest,team:nrg,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:c9a75880f8c0ce1147d9
2024-06-17 00:00:00+00:00,2024,2024-06-23T23:00:00Z,Team Liquid,Shopify Rebellion,team:team_liquid,team:shopify_rebellion,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:d7fedbb4e6cbc473a20b
2024-06-24 00:00:00+00:00,2024,2024-06-27T20:00:00Z,Immortals,NRG,team:immortals,team:nrg,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:2684c3d2eddad000d70c
2024-06-24 00:00:00+00:00,2024,2024-06-27T23:00:00Z,Team Liquid,100 Thieves,team:team_liquid,team:100_thieves,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:4bcd65e28ac0f44b9f36
2024-06-24 00:00:00+00:00,2024,2024-06-28T20:00:00Z,Shopify Rebellion,Cloud9,team:shopify_rebellion,team:cloud9,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:a4186020af2b309b7ab8
2024-06-24 00:00:00+00:00,2024,2024-06-28T23:00:00Z,Dignitas,FlyQuest,team:dignitas,team:flyquest,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:65d57bd72a8afe4132e2
2024-07-15 00:00:00+00:00,2024,2024-07-20T20:00:00Z,Dignitas,Team Liquid,team:dignitas,team:team_liquid,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:0da58681f1f5291c37b9
2024-07-15 00:00:00+00:00,2024,2024-07-20T23:00:00Z,Immortals,FlyQuest,team:immortals,team:flyquest,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:4d27bcd9e112cc20add1
2024-07-15 00:00:00+00:00,2024,2024-07-21T20:00:00Z,Cloud9,100 Thieves,team:cloud9,team:100_thieves,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:5060eee930f03bb146c1
2024-07-15 00:00:00+00:00,2024,2024-07-21T23:00:00Z,NRG,Shopify Rebellion,team:nrg,team:shopify_rebellion,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:440f7ca9baab297c1868
2024-07-22 00:00:00+00:00,2024,2024-07-27T20:00:00Z,Cloud9,NRG,team:cloud9,team:nrg,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:11d9bde77bae441c7d6b
2024-07-22 00:00:00+00:00,2024,2024-07-27T23:00:00Z,Shopify Rebellion,Dignitas,team:shopify_rebellion,team:dignitas,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:d4cbbb146756def215d5
2024-07-22 00:00:00+00:00,2024,2024-07-28T20:00:00Z,FlyQuest,100 Thieves,team:flyquest,team:100_thieves,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:85d7714f538f6d991a13
2024-07-22 00:00:00+00:00,2024,2024-07-28T23:00:00Z,Team Liquid,Immortals,team:team_liquid,team:immortals,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:f4dee798dd034db023f0
2024-07-29 00:00:00+00:00,2024,2024-08-03T20:00:00Z,NRG,Dignitas,team:nrg,team:dignitas,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:df4ab456dca07a10dbf1
2024-07-29 00:00:00+00:00,2024,2024-08-03T23:00:00Z,100 Thieves,Immortals,team:100_thieves,team:immortals,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:9cacff8da14b56b93d06
2024-07-29 00:00:00+00:00,2024,2024-08-04T20:00:00Z,Team Liquid,Cloud9,team:team_liquid,team:cloud9,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:6c40e3b7cf1ad5228191
2024-07-29 00:00:00+00:00,2024,2024-08-04T23:00:00Z,FlyQuest,Shopify Rebellion,team:flyquest,team:shopify_rebellion,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:658a69e591ff27eadf45
2024-08-05 00:00:00+00:00,2024,2024-08-10T20:00:00Z,NRG,Team Liquid,team:nrg,team:team_liquid,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:b26bedb8139c0e261623
2024-08-05 00:00:00+00:00,2024,2024-08-10T23:00:00Z,Shopify Rebellion,100 Thieves,team:shopify_rebellion,team:100_thieves,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:ba5d1b6cbe3fd4a2f060
2024-08-05 00:00:00+00:00,2024,2024-08-11T20:00:00Z,FlyQuest,Cloud9,team:flyquest,team:cloud9,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:7e48e290cfb2a31bff1d
2024-08-05 00:00:00+00:00,2024,2024-08-11T23:00:00Z,Dignitas,Immortals,team:dignitas,team:immortals,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Summer Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Summer_Season,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:0f63f2bc7dc7c0130586
2024-08-12 00:00:00+00:00,2024,2024-08-17T20:00:00Z,Dignitas,100 Thieves,team:dignitas,team:100_thieves,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Championship Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Championship,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:87e314795d001cb15483
2024-08-12 00:00:00+00:00,2024,2024-08-18T20:00:00Z,FlyQuest,NRG,team:flyquest,team:nrg,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Championship Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Championship,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:e42c1daa835180e490c7
2024-08-19 00:00:00+00:00,2024,2024-08-23T20:00:00Z,Dignitas,NRG,team:dignitas,team:nrg,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Championship Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Championship,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:5d1cedf0b7dad78b613c
2024-08-19 00:00:00+00:00,2024,2024-08-24T20:00:00Z,Team Liquid,100 Thieves,team:team_liquid,team:100_thieves,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Championship Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Championship,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:ef10da17426efb120d9f
2024-08-19 00:00:00+00:00,2024,2024-08-25T20:00:00Z,Cloud9,FlyQuest,team:cloud9,team:flyquest,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Championship Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Championship,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:1ad48b3489c5c03e12b6
2024-08-26 00:00:00+00:00,2024,2024-08-30T20:00:00Z,100 Thieves,Dignitas,team:100_thieves,team:dignitas,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Championship Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Championship,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:349a7ca0e70e709d878a
2024-08-26 00:00:00+00:00,2024,2024-08-31T20:00:00Z,Team Liquid,FlyQuest,team:team_liquid,team:flyquest,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Championship Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Championship,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:33748551ade88967258a
2024-08-26 00:00:00+00:00,2024,2024-09-01T20:00:00Z,Cloud9,100 Thieves,team:cloud9,team:100_thieves,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Championship Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Championship,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:f51bf7da6069ab469632
2024-09-02 00:00:00+00:00,2024,2024-09-06T20:00:00Z,FlyQuest,100 Thieves,team:flyquest,team:100_thieves,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Championship Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Championship,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:8ad4ef9bb998101f710c
2024-09-02 00:00:00+00:00,2024,2024-09-07T20:00:00Z,Team Liquid,FlyQuest,team:team_liquid,team:flyquest,5,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LCS 2024 Championship Match Schedule,https://lol.fandom.com/wiki/LCS/2024_Season/Championship,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:15cf7b24b17b28bfa0cd
2025-01-20 00:00:00+00:00,2025,2025-01-25T21:00:00Z,FlyQuest,Shopify Rebellion,team:flyquest,team:shopify_rebellion,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LTA North 2025 Split 1 Match Schedule,https://lol.fandom.com/wiki/LTA_North/2025_Season/Split_1,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:b5cf9ba3736dd82cb69c
2025-01-20 00:00:00+00:00,2025,2025-01-26T00:00:00Z,LYON,Cloud9,team:lyon,team:cloud9,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LTA North 2025 Split 1 Match Schedule,https://lol.fandom.com/wiki/LTA_North/2025_Season/Split_1,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:d6aaaa30b7b54fa498ec
2025-01-20 00:00:00+00:00,2025,2025-01-26T21:00:00Z,100 Thieves,Disguised,team:100_thieves,team:disguised,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LTA North 2025 Split 1 Match Schedule,https://lol.fandom.com/wiki/LTA_North/2025_Season/Split_1,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:6a4d38f790f5ee1de09f
2025-01-27 00:00:00+00:00,2025,2025-01-27T00:00:00Z,Team Liquid,Dignitas,team:team_liquid,team:dignitas,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LTA North 2025 Split 1 Match Schedule,https://lol.fandom.com/wiki/LTA_North/2025_Season/Split_1,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:502ddbb5f6341a798255
2025-01-27 00:00:00+00:00,2025,2025-02-01T21:00:00Z,Shopify Rebellion,LYON,team:shopify_rebellion,team:lyon,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LTA North 2025 Split 1 Match Schedule,https://lol.fandom.com/wiki/LTA_North/2025_Season/Split_1,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:75abbd2242f90ae073c6
2025-01-27 00:00:00+00:00,2025,2025-02-02T00:00:00Z,Dignitas,Disguised,team:dignitas,team:disguised,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LTA North 2025 Split 1 Match Schedule,https://lol.fandom.com/wiki/LTA_North/2025_Season/Split_1,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:421b5415209dcb20ad1e
2025-01-27 00:00:00+00:00,2025,2025-02-02T21:00:00Z,Team Liquid,100 Thieves,team:team_liquid,team:100_thieves,3,LEAGUEPEDIA_MATCH_SCHEDULE,Leaguepedia LTA North 2025 Split 1 Match Schedule,https://lol.fandom.com/wiki/LTA_North/2025_Season/Split_1,CLASS_B_IMMUTABLE_HISTORICAL_FIXTURE,True,ASSUMED_NONE_PER_PROJECT_RULE,WEB_SCHEDULE_VERIFIED,fixture:c88fe1b25f40ab5f1fc4
